,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,N,N_se,sigma,sigma_se,lambda0,beta,r,runtime,ess_N,ess_sigma,N_better,sigma_better,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
541,184,37,25,58.79111076,6.339668229,0.081810914,0.004214859,0.25613149,1,0.203954458,50.6884,5.345983282,0.130340733,0.020818643,0.104022663,0.274345704,0.463498642,15.88915467,319.8519541,101.468694,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
542,163,38,23,57.13360397,5.916434555,0.095175134,0.005489937,0.181004961,1,0.222357718,56.68,6.012591829,0.108704071,0.012821735,0.132253225,0.440639851,0.589079358,15.29766152,925.08616,189.6259121,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
543,164,35,25,52.67829136,5.627664978,0.094059552,0.005278181,0.188355516,1,0.231692318,55.0792,6.264553073,0.090100654,0.008168383,0.197075459,0.643815507,0.781792017,14.85366919,1103.583822,258.872499,0,0,0.6,0.12,0.01,0.5,50,0.110524266,0
544,109,33,23,55.08055158,6.752116295,0.084301913,0.005894358,0.184186742,1,0.126305322,51.1076,6.137938738,0.113127735,0.015905742,0.105027131,0.499248872,0.583537514,11.32594004,799.9945257,177.8308942,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
545,191,41,25,58.24387186,5.479961276,0.09821924,0.005180976,0.206083011,1,0.216361487,57.3864,5.484407582,0.109780505,0.009024478,0.155891174,0.915538023,0.592346527,17.63833373,1526.836031,331.9972376,1,1,1,0.12,0.01,0.5,50,0.110524266,1
546,186,42,25,56.57707485,5.059664502,0.119375987,0.007327217,0.127880342,1,0.235484314,53.0384,4.387872698,0.180523763,0.037838454,0.05830809,0.17986978,0.549875976,16.84744412,666.9426177,61.46148608,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
547,187,39,24,51.74002714,4.64983367,0.12213467,0.007536838,0.126251509,1,0.27586447,48.2572,4.007876419,0.163995885,0.028000535,0.079252852,0.349588847,0.583874006,16.17817906,522.3862406,80.13959947,0,1,0.4,0.18,0.01,0.5,50,0.049121896,1
548,164,45,25,58.03247535,5.313761411,0.145799394,0.012761666,0.081708333,1,0.17083027,57.5492,4.767123823,0.173497511,0.018978446,0.056108601,0.778590814,0.549658702,16.68955509,1139.22,215.9862552,1,1,0.6,0.18,0.01,0.5,50,0.049121896,1
549,156,43,25,55.30471238,4.872232946,0.148148174,0.011862905,0.078848252,1,0.183356448,55.9812,4.927814922,0.176954799,0.030386778,0.053358213,0.452757299,0.594752303,15.88234523,1130.839115,110.7845498,0,1,0.8,0.18,0.01,0.5,50,0.049121896,1
550,133,35,24,40.15189557,3.08563274,0.199672828,0.019399291,0.057243287,1,0.139543565,43.0344,3.636056243,0.205504482,0.026724744,0.043352604,0.789782311,0.494079313,12.57109984,1447.104047,236.3749062,1,0,1,0.18,0.01,0.5,50,0.049121896,1
551,197,27,19,63.25788615,9.668778351,0.03392827,0.002122239,1.475210131,1,0.153005091,50.3912,10.31751632,0.074603838,0.020240921,0.25991304,0.050608289,0.49036926,14.69352486,101.7618823,34.73295563,1,1,0.2,0.12,0.005,0.25,50,0.055262133,1
552,135,28,16,61.70614024,8.960657007,0.042040588,0.002282221,0.740985592,1,0.108276439,57.9612,12.61336328,0.103406152,0.025833732,0.077005398,0.249652482,0.306499365,12.39541448,227.6530945,55.41014422,1,1,0.4,0.12,0.005,0.25,50,0.055262133,1
553,116,29,23,44.95516076,5.517500164,0.088867474,0.005982438,0.205959439,1,0.111214801,49.614,7.822830861,0.114375359,0.016542938,0.076396287,0.712050556,0.310527574,11.0893645,671.7896983,190.4772856,1,1,0.6,0.12,0.005,0.25,50,0.055262133,1
554,117,31,23,52.10638339,6.476838949,0.078990111,0.004994105,0.227744863,1,0.150101833,61.1804,11.51917238,0.115711173,0.017800556,0.055049307,1.036038641,0.229200013,12.10859058,419.3227002,166.7633308,0,1,0.8,0.12,0.005,0.25,50,0.055262133,1
555,95,27,21,47.59025639,6.59073832,0.077482262,0.005678075,0.200467718,1,0.103095408,47.9188,8.425995818,0.115943526,0.021498385,0.070339148,0.809262529,0.31191758,9.840402846,435.4365247,137.4083737,1,1,1,0.12,0.005,0.25,50,0.055262133,1
556,103,28,20,53.63461076,7.452951661,0.065228297,0.003994963,0.263220241,1,0.13987236,44.778,6.396083173,0.198498019,0.062840887,0.029347958,0.224197017,0.244179072,9.903447461,924.1104805,58.51874356,0,1,0.2,0.18,0.005,0.25,50,0.024560948,1
557,70,29,19,62.03900138,9.529387248,0.072575796,0.006183085,0.130386852,1,0.079712176,62.6972,14.44870299,0.14965513,0.049050894,0.03015403,0.46659164,0.287650537,9.865902758,324.304307,72.95794756,0,1,0.4,0.18,0.005,0.25,50,0.024560948,1
558,83,29,18,54.13706651,7.719654697,0.086780539,0.007199513,0.114828571,1,0.092471846,47.4692,7.331804246,0.25407337,0.07607539,0.017673912,0.334160347,0.21626423,9.298279647,581.6189962,73.50331614,1,1,0.6,0.18,0.005,0.25,50,0.024560948,1
559,58,22,19,32.13210647,5.143974071,0.141902097,0.018623454,0.058248683,1,0.053136659,33.7696,5.595233551,0.185878967,0.035127076,0.032179173,1.415676632,0.256061955,6.864041205,973.5561099,236.471153,1,1,0.8,0.18,0.005,0.25,50,0.024560948,1
560,75,30,20,45.01637205,6.426224651,0.147745063,0.01845061,0.048753145,1,0.070809825,49.848,7.767433888,0.187858221,0.035641225,0.025959644,0.752459164,0.282440437,9.235577269,912.6396431,197.8567846,1,1,1,0.18,0.005,0.25,50,0.024560948,1
561,442,38,22,74.85591377,8.71388494,0.043797759,0.001214358,1.582671321,1,0.204508479,58.3784,9.892904592,0.120820109,0.030097224,0.101057643,0.305483203,0.235260567,31.26417485,61.10541267,30.70713985,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
562,371,37,22,60.92473438,6.491385344,0.061946811,0.001822616,0.830047568,1,0.27443521,52.8436,6.596221881,0.124715733,0.018650446,0.10214622,0.488178903,0.244487951,26.26510072,263.6639709,73.30480359,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
563,351,41,25,64.01615829,6.241594601,0.068850352,0.002164383,0.656546637,1,0.324535787,57.7992,5.980734657,0.117060601,0.012652179,0.124003078,0.732628686,0.27622136,27.27555314,638.9830968,137.0309698,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
564,367,34,21,58.97882051,6.779317827,0.055490494,0.001611564,1.082361078,1,0.279755878,50.4592,7.167655507,0.104747508,0.016893073,0.156499154,0.486984606,0.296016892,24.82414612,155.0538685,64.59794951,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
565,300,35,24,54.56502607,5.765496748,0.069797335,0.002335633,0.613944045,1,0.246911049,48.4896,6.060147027,0.13172239,0.018741557,0.09742733,0.896560951,0.232065752,21.59275973,322.7064736,89.26556954,1,1,1,0.12,0.01,0.25,50,0.110524266,1
566,231,38,21,68.09734594,7.63884102,0.060209869,0.002359828,0.530216866,1,0.233574724,51.8104,5.248301602,0.134188386,0.024201716,0.097779738,0.166688594,0.347089116,18.89171271,371.3788702,65.71304395,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
567,170,37,20,53.61657689,5.537926032,0.10072053,0.006300515,0.171465153,1,0.203257672,51.4688,5.405248676,0.186349072,0.029469402,0.038407804,0.456873184,0.226067275,15.26180164,917.3023223,120.1797541,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
568,211,42,25,52.99063292,4.28681023,0.119121809,0.007016229,0.173429344,1,0.228293713,50.7344,3.625067321,0.192238302,0.023123414,0.054070673,0.692602946,0.246586208,18.59369551,1680.0069,175.76625,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
569,238,45,25,62.72225489,5.49217461,0.108115023,0.005628579,0.156286083,1,0.298771262,56.8624,4.53586771,0.172960154,0.018394888,0.058938087,0.720056305,0.273450309,21.54358357,1192.119766,199.6865435,1,1,0.8,0.18,0.01,0.25,50,0.049121896,1
570,152,36,24,51.16304997,5.307026769,0.106466131,0.007122077,0.152184071,1,0.149880087,49.1392,4.801608641,0.157376708,0.020293343,0.059847544,0.648710667,0.30510836,14.30929252,1194.108682,190.9732299,1,1,1,0.18,0.01,0.25,50,0.049121896,1
571,86,28,23,48.90353053,6.838494527,0.087899697,0.007213334,0.135747656,1,0.092438702,47.9616,6.755322286,0.118642511,0.022732114,0.072133518,0.197206576,0.586229538,9.55336651,899.9428766,105.551886,0,1,0.2,0.12,0.005,0.5,50,0.055262133,1
572,89,30,22,51.14833307,7.044783986,0.102769245,0.009292365,0.091170121,1,0.128519984,50.7056,7.312641009,0.13150229,0.031202965,0.059523377,0.114675296,0.70454935,9.899078012,701.1850332,69.90024782,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
573,74,30,22,54.63842278,8.153108619,0.099164722,0.010029809,0.08413867,1,0.083693933,52.1836,7.857594273,0.144573088,0.048385133,0.048289976,0.185132972,0.732266877,9.309094747,822.694911,55.54979321,1,0,0.6,0.12,0.005,0.5,50,0.055262133,1
574,66,27,24,46.54376895,7.021289847,0.101829581,0.010290696,0.090715413,1,0.076926748,46.8048,7.067975628,0.119024569,0.018166107,0.067218486,0.752496131,0.640447944,8.378162722,1227.357707,302.6502208,1,1,0.8,0.12,0.005,0.5,50,0.055262133,1
575,70,28,22,43.30081103,6.306991543,0.124401316,0.013813508,0.070351428,1,0.059034042,46.0196,6.856852223,0.137513725,0.020543152,0.052954194,1.037537369,0.45506353,8.675451636,1185.858674,257.8523274,1,0,1,0.12,0.005,0.5,50,0.055262133,1
576,63,27,23,51.58510115,8.612170207,0.106087034,0.012543251,0.062584938,1,0.077489543,51.1876,8.439674015,0.177262994,0.061203662,0.027238559,0.048559582,0.648880727,8.52555511,668.1815995,38.08551535,1,1,0.2,0.18,0.005,0.5,50,0.024560948,1
577,55,30,23,53.8672027,10.2564772,0.167384281,0.028215807,0.024504726,1,0.057576712,63.1288,12.41132656,0.227474229,0.086009893,0.014880133,0.398318843,0.521267103,9.095074447,545.2704639,70.81018614,0,0,0.4,0.18,0.005,0.5,50,0.024560948,0
578,60,24,20,37.7343485,6.373747234,0.142443783,0.021150925,0.047320294,1,0.073767976,39.462,6.547434884,0.175322598,0.036698308,0.031358439,0.551396987,0.504491903,7.507559923,1259.803743,153.7283431,1,1,0.6,0.18,0.005,0.5,50,0.024560948,1
579,61,32,21,53.66083185,9.015213147,0.173249881,0.025613979,0.026083685,1,0.069982533,52.1556,9.224783319,0.537308561,0.224601994,0.008210293,3.69403013,0.161767806,8.592781488,519.5691149,85.76096228,1,0,0.8,0.18,0.005,0.5,50,0.024560948,0
580,57,31,25,54.32809527,10.00071976,0.170506936,0.02748273,0.024698609,1,0.065108621,58.8324,11.00745092,0.257726857,0.08140149,0.013255221,0.890482343,0.414053628,9.06696227,813.3476717,107.4281764,0,0,1,0.18,0.005,0.5,50,0.024560948,0
581,134,30,21,54.64453703,7.079504063,0.065229579,0.003552401,0.334144591,1,0.171821042,50.8112,7.035805255,0.084092432,0.01419132,0.207903843,0.094786767,0.749464178,13.71142054,385.4212026,87.04243603,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
582,162,42,25,70.59680385,7.572625078,0.080359029,0.004615009,0.213338336,1,0.191122739,70.5012,8.236864509,0.090982586,0.012798056,0.15674074,0.276919601,0.708784476,18.85155338,516.7431205,121.4419219,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
583,134,35,22,53.0210468,5.874449348,0.096423949,0.006290021,0.167242428,1,0.145827675,50.3624,5.502651898,0.121888661,0.012986196,0.102662487,0.649218991,0.499353732,14.05133518,1286.271987,283.5352112,1,1,0.6,0.12,0.01,0.5,50,0.110524266,1
584,160,34,25,42.27611463,3.724084417,0.126292586,0.008244609,0.151147778,1,0.186949559,44.4384,4.139016553,0.134219717,0.011284446,0.105597188,1.367961882,0.395103111,15.16610605,1149.391413,381.8058125,1,0,0.8,0.12,0.01,0.5,50,0.110524266,1
585,144,33,25,44.61155491,4.639204836,0.109090838,0.007643084,0.172980304,1,0.187208132,47.6868,5.10700875,0.107668751,0.009357009,0.148918237,0.971081928,0.646090011,14.35332192,1487.819432,345.8020291,1,0,1,0.12,0.01,0.5,50,0.110524266,1
586,156,38,25,48.43798794,4.466211357,0.133591147,0.010315008,0.111702946,1,0.23034604,51.2544,4.888193778,0.14970327,0.024245371,0.073867062,0.23375052,0.633321714,16.11752432,761.2682849,108.1355257,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
587,166,39,24,50.47165603,4.480763057,0.133762096,0.009294361,0.104374093,1,0.253147995,48.2616,3.700951804,0.214802848,0.042313057,0.04130197,0.306292093,0.442688503,16.16206341,1476.723107,75.40659041,0,1,0.4,0.18,0.01,0.5,50,0.049121896,1
588,129,37,24,46.70262863,4.387572373,0.154995508,0.013707939,0.074613889,1,0.127046712,47.4444,4.395934296,0.221637337,0.043894614,0.034436765,0.399407766,0.403001113,14.10865333,1897.636397,109.0903424,1,0,0.6,0.18,0.01,0.5,50,0.049121896,1
589,140,40,25,50.15880954,4.381038077,0.159444383,0.013471596,0.070763685,1,0.14526608,50.3924,4.180025273,0.201069923,0.031074794,0.043126121,0.651640868,0.503537841,15.40676484,1808.809574,120.9261894,0,0,0.8,0.18,0.01,0.5,50,0.049121896,1
590,142,43,25,55.12572041,4.985794439,0.155036189,0.013048701,0.070258303,1,0.12934825,55.1548,4.73580068,0.20360009,0.038823012,0.040226537,0.736965478,0.484717168,16.82926408,1449.816288,70.60582191,0,1,1,0.18,0.01,0.5,50,0.049121896,1
591,176,27,17,55.40106498,7.902924765,0.04556224,0.001989508,0.845951998,1,0.145082756,56.5492,13.32661318,0.104923066,0.026161318,0.071348802,0.332244714,0.245093015,15.88871231,148.1120022,51.7610642,0,1,0.2,0.12,0.005,0.25,50,0.055262133,1
592,118,26,20,52.61534316,7.692195669,0.05030126,0.002932231,0.566555756,1,0.126955589,53.1996,10.6671681,0.084172555,0.015326793,0.121162107,0.466976646,0.375561186,12.44155517,355.9377829,105.1886577,0,1,0.4,0.12,0.005,0.25,50,0.055262133,1
593,103,26,21,44.33773549,6.073919852,0.074545083,0.005085224,0.267853058,1,0.126882664,47.19,9.319776998,0.120224706,0.022755041,0.062914974,0.538769822,0.284569339,11.46744162,389.435292,142.2489397,1,1,0.6,0.12,0.005,0.25,50,0.055262133,1
594,89,24,19,38.67450783,5.421679025,0.084298522,0.006412104,0.213207602,1,0.133643003,38.4152,6.957166796,0.141297414,0.026193021,0.055917161,0.705059688,0.273149836,9.438523408,456.0747633,161.3671572,0,1,0.8,0.12,0.005,0.25,50,0.055262133,1
595,103,32,22,47.96707438,5.701825785,0.104646812,0.008013238,0.131099338,1,0.134335045,54.008,8.70157589,0.152643691,0.023993993,0.039497914,1.297314329,0.209692121,12.44595209,572.4242402,200.713337,0,0,1,0.12,0.005,0.25,50,0.055262133,1
596,124,29,21,40.60896637,4.67747686,0.112212023,0.008745997,0.134646017,1,0.167227145,42.9144,5.353516293,0.18719055,0.031994704,0.033121562,0.251444341,0.244539392,12.09743124,1564.088699,155.1781261,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
597,98,32,23,52.49685494,6.729083692,0.104532739,0.008627917,0.097181113,1,0.14088974,51.4268,7.242045336,0.190690006,0.043033541,0.027720886,0.482325317,0.246532824,11.80143187,1026.667528,105.3166397,1,1,0.4,0.18,0.005,0.25,50,0.024560948,1
598,76,34,23,65.10655485,9.932319342,0.098329669,0.010877122,0.075863447,1,0.109394995,76.2852,15.52150211,0.157531724,0.030973738,0.022537575,0.399079,0.268866619,13.17254633,360.6782683,152.746893,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
599,63,28,21,50.00165996,8.42474257,0.117388374,0.014963219,0.056520856,1,0.08175685,58.5904,13.3444317,0.164302735,0.037233262,0.023774363,0.983291294,0.232807871,10.16136479,489.1037272,122.7391611,0,1,0.8,0.18,0.005,0.25,50,0.024560948,1
600,93,36,25,50.08482917,6.087586666,0.172771211,0.020748049,0.040935678,1,0.107687195,54.8968,6.904927296,0.23086562,0.038356769,0.019918066,0.870448229,0.233496137,12.50723439,1248.90972,216.48209,0,0,1,0.18,0.005,0.25,50,0.024560948,1
601,437,34,22,69.26246657,8.69407611,0.040165118,0.001277143,2.0368722,1,0.184752683,54.0836,8.584386275,0.099595493,0.018428262,0.159547725,0.153560798,0.292755656,30.19658145,132.2113931,44.07011146,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
602,454,40,24,65.64397408,6.696486016,0.059410755,0.001582416,1.11129651,1,0.276087352,56.2448,7.858751615,0.143878386,0.026183983,0.074845778,0.417968169,0.195112595,33.85777404,101.1399469,37.34548839,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
603,388,35,24,54.11953958,5.646919578,0.065963391,0.001849152,0.913206535,1,0.258720982,48.0968,5.451175643,0.127877619,0.016519172,0.107201574,0.454777003,0.234650277,28.07712699,398.4511136,73.89775637,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
604,354,40,24,64.61257724,6.575504212,0.06495265,0.002147295,0.722501525,1,0.308925521,54.9888,6.42703643,0.134609691,0.01596282,0.090929593,0.601295905,0.236855234,28.01806562,243.3422316,108.0693102,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
605,279,36,24,55.1499639,5.727400237,0.07356223,0.002883327,0.516719186,1,0.296091092,51.6752,6.21587965,0.124469722,0.014137849,0.098996656,0.987285561,0.238640395,22.66809202,527.5817251,168.7438395,1,1,1,0.12,0.01,0.25,50,0.110524266,1
606,222,43,22,76.29720234,8.009270871,0.065623071,0.002566435,0.374774904,1,0.233039316,57.5276,5.106042196,0.178453292,0.030905185,0.048612885,0.159090176,0.266362563,22.30997957,602.13471,68.61710229,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
607,203,41,25,57.62523099,5.353907914,0.097013986,0.005012852,0.227763846,1,0.271170894,55.7432,5.448038749,0.169500475,0.026104501,0.051066512,0.53798678,0.242954148,21.63410723,721.9304443,92.98139473,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
608,154,39,25,55.20197769,5.551236776,0.111127457,0.007622495,0.133342198,1,0.233095479,55.5024,5.915673446,0.152335696,0.021666607,0.057913177,0.490113583,0.323557604,18.15718463,723.8266502,137.2021872,0,1,0.6,0.18,0.01,0.25,50,0.049121896,1
609,202,40,24,44.59323797,2.799220602,0.173221649,0.013061101,0.09919144,1,0.261326516,49.2432,3.801714741,0.206388506,0.022173512,0.041997185,0.813496746,0.226072269,21.19838039,1839.622905,223.4887071,1,0,0.8,0.18,0.01,0.25,50,0.049121896,1
610,209,43,25,49.8728674,3.35083494,0.16106038,0.011258054,0.097971848,1,0.267871126,52.8692,4.071304652,0.194689914,0.018474452,0.048166975,1.153904955,0.231121085,22.38654414,1492.942535,275.7017894,0,1,1,0.18,0.01,0.25,50,0.049121896,1
611,66,29,21,66.48119192,10.60047529,0.063013846,0.005774514,0.159077113,1,0.070383124,63.7308,11.15986328,0.108306,0.030830746,0.059111739,0.069250262,0.627139137,10.2442008,621.345746,65.64072009,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
612,68,27,24,53.78637176,8.415347966,0.083535643,0.007806934,0.10688597,1,0.104493809,50.6672,8.155479685,0.124282591,0.032070219,0.05581989,0.14575583,0.697522239,9.164095553,440.8118906,71.43850531,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
613,69,26,23,43.65595649,6.738662729,0.113043604,0.012609843,0.072816224,1,0.086615666,44.0972,6.855665702,0.131515717,0.022736995,0.055974162,0.264238916,0.644940088,8.514414144,835.8318141,227.4329687,1,0,0.6,0.12,0.005,0.5,50,0.055262133,1
614,68,33,24,62.58941732,9.579629867,0.101852681,0.010707549,0.070747824,1,0.108870141,65.4144,10.22544359,0.121722518,0.020863074,0.047875117,0.360382773,0.767154276,10.68818736,945.8506248,172.4322021,0,1,0.8,0.12,0.005,0.5,50,0.055262133,1
615,88,31,20,50.71025025,6.773172547,0.108768224,0.009835647,0.087270967,1,0.120686996,51.1692,7.073767499,0.127176974,0.018061762,0.062495528,0.893015392,0.485768389,10.56930508,708.9071323,198.99145,0,1,1,0.12,0.005,0.5,50,0.055262133,1
616,75,33,24,55.17810068,8.747309843,0.130351235,0.017199281,0.050730295,1,0.104345707,60.4616,9.848295335,0.243622069,0.072700152,0.015228117,0.123036487,0.392893272,10.47231821,505.9928031,78.19937263,0,0,0.2,0.18,0.005,0.5,50,0.024560948,1
617,58,27,19,51.050469,8.672901642,0.09685962,0.011305479,0.081496891,1,0.054828815,51.9404,9.085695779,0.153742379,0.052206534,0.03601056,0.060421496,0.794517301,8.884759835,885.2042515,82.67828716,0,1,0.4,0.18,0.005,0.5,50,0.024560948,1
618,65,29,23,51.64709746,8.302380744,0.118728237,0.014260782,0.055267117,1,0.09696786,48.8388,7.885435092,0.190777203,0.072604637,0.029377548,0.4526916,0.594491877,9.213526138,447.3181699,79.6982582,1,1,0.6,0.18,0.005,0.5,50,0.024560948,1
619,73,33,24,54.25772779,7.672895002,0.125596111,0.01323336,0.058132008,1,0.063760356,55.9132,8.214953435,0.14837735,0.024036421,0.041203076,0.927788171,0.513650653,10.72032224,882.4154408,217.5743987,0,1,0.8,0.18,0.005,0.5,50,0.024560948,1
620,56,31,24,51.94818467,8.693481378,0.165155305,0.021807146,0.028983551,1,0.100020397,57.482,10.00860354,0.187800985,0.051558336,0.022407791,1.401111076,0.531914207,9.466432146,956.8042106,88.41855521,0,1,1,0.18,0.005,0.5,50,0.024560948,1
621,169,32,23,52.98000927,6.272766787,0.073653891,0.003701316,0.326680521,1,0.205359193,49.9752,6.244660381,0.097272053,0.016196177,0.169119886,0.153989688,0.597959783,14.92712703,399.3455032,94.75163475,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
622,156,35,23,54.2463377,5.913657116,0.086993726,0.004707254,0.224098383,1,0.167393215,51.5868,5.751703974,0.108008168,0.013469955,0.139746188,0.520483085,0.552442988,14.64190825,1059.318989,177.2202267,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
623,179,42,25,64.20152313,6.396135302,0.089819623,0.004816791,0.210194943,1,0.225562636,64.4612,6.643474156,0.095528243,0.009126551,0.177923292,0.496648392,0.776114191,18.31636641,1130.203193,261.5185117,0,1,0.6,0.12,0.01,0.5,50,0.110524266,1
624,146,34,23,45.64613761,4.516367075,0.120495069,0.008157151,0.125695494,1,0.195477315,45.1336,4.359008078,0.13879754,0.014019333,0.090737436,1.02347909,0.439155368,13.52960664,1520.469666,306.8590114,0,0,0.8,0.12,0.01,0.5,50,0.110524266,0
625,138,39,25,61.53171599,6.722476118,0.098204525,0.006477023,0.134406507,1,0.160511092,58.9136,6.55372532,0.114724464,0.011679007,0.102651477,1.499157687,0.496666601,15.38297273,959.7433845,277.3343643,1,1,1,0.12,0.01,0.5,50,0.110524266,1
626,166,43,25,59.76998349,5.714471553,0.122921735,0.008829518,0.102959826,1,0.23484091,55.8944,4.806130272,0.205823127,0.037215855,0.038102368,0.230336326,0.435874627,17.25821462,1062.217911,74.88475559,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
627,167,37,24,48.5817301,4.505425125,0.125244273,0.008445865,0.121331755,1,0.240116974,47.402,4.284546526,0.173467691,0.034233691,0.061525316,0.224561109,0.542241768,16.34520237,564.6777961,75.60441773,0,1,0.4,0.18,0.01,0.5,50,0.049121896,1
628,177,42,25,51.44277063,4.234617491,0.160044755,0.013651861,0.077069683,1,0.191850456,51.4536,3.993673348,0.205955507,0.032981973,0.044663882,0.415145576,0.487406621,17.34718196,870.0831248,103.6121093,0,0,0.6,0.18,0.01,0.5,50,0.049121896,1
629,115,37,25,56.24095934,6.311594076,0.1119911,0.008484397,0.100537586,1,0.177022398,57.214,13.13061953,0.421338008,0.292236986,0.033389308,0.613682049,0.351028278,13.31068439,45.46158183,2.885883757,0,0,0.8,0.18,0.01,0.5,50,0.049121896,1
630,123,38,24,46.26451572,4.028529253,0.178195174,0.015959066,0.059058331,1,0.154551351,48.5764,4.342684262,0.183359481,0.021214679,0.049490396,1.342051705,0.553364629,14.15453504,1323.737286,272.9816022,1,0,1,0.18,0.01,0.5,50,0.049121896,1
631,170,27,18,58.49107759,8.547767158,0.040257614,0.002012889,1.068608429,1,0.130108937,55.3744,10.06413133,0.078797362,0.022003211,0.155957321,0.238678518,0.397930397,14.65061761,266.2345796,31.68395042,1,1,0.2,0.12,0.005,0.25,50,0.055262133,1
632,169,31,20,57.8204628,7.362090512,0.057108603,0.002419432,0.529566771,1,0.161605231,54.6868,8.718067885,0.109857441,0.022023601,0.084233652,0.168673373,0.337385369,14.87334189,568.5790188,88.46068546,1,1,0.4,0.12,0.005,0.25,50,0.055262133,1
633,122,28,20,52.70014438,7.183521475,0.061770093,0.003443192,0.353033886,1,0.135054433,47.2464,7.748709831,0.131011386,0.027496752,0.058803829,0.254075278,0.302745017,11.52588547,427.9962003,89.11403372,0,1,0.6,0.12,0.005,0.25,50,0.055262133,1
634,138,30,20,54.13316498,6.962133892,0.065659491,0.003440754,0.341395765,1,0.167513311,53.6436,10.07601059,0.127641047,0.0221073,0.054780447,0.631859414,0.234977851,13.11678334,340.815481,136.9892586,1,1,0.8,0.12,0.005,0.25,50,0.055262133,1
635,111,30,19,49.73199477,6.388602828,0.075951996,0.005438529,0.28433364,1,0.122099864,50.6284,8.217428058,0.120282302,0.015934801,0.070336053,1.086905196,0.258837914,11.4927429,721.6645619,221.9472836,0,1,1,0.12,0.005,0.25,50,0.055262133,1
636,84,31,20,69.70217582,10.09490559,0.054340807,0.003863221,0.257211559,1,0.100182891,69.2148,15.84217948,0.114259127,0.025348727,0.047540975,0.212940473,0.361664901,11.96437777,224.3367489,103.5451363,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
637,73,28,20,54.26515379,8.115925819,0.08043089,0.007011938,0.128587407,1,0.069522552,51.8736,9.771131615,0.155106978,0.04256637,0.034144118,0.537625657,0.294306389,9.97598726,492.6778686,92.1529854,1,1,0.4,0.18,0.005,0.25,50,0.024560948,1
638,90,35,21,55.66216271,7.301639808,0.123784832,0.012665283,0.065936874,1,0.115188909,60.0636,8.443984568,0.190333605,0.044560048,0.024331791,0.424934258,0.275522236,11.68383513,1190.233706,97.23565375,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
639,80,33,21,51.20588063,7.344159739,0.149730008,0.019554684,0.043287038,1,0.104331032,55.2312,8.6724755,0.188996537,0.032879855,0.024544204,1.06971218,0.264986454,10.85978868,761.2561559,203.0274465,0,1,0.8,0.18,0.005,0.25,50,0.024560948,1
640,72,33,21,68.25397022,10.50499959,0.095255169,0.00967282,0.068919676,1,0.076775237,69.8608,12.78575823,0.136953817,0.027923842,0.032937744,0.822641916,0.339123046,11.62646752,640.5065546,105.2676427,0,1,1,0.18,0.005,0.25,50,0.024560948,1
641,382,35,19,63.22692446,7.351161151,0.050183785,0.001490627,1.466126378,1,0.219019711,54.848,8.25572279,0.108999037,0.01478998,0.116734814,0.388195825,0.24333761,27.57888707,159.1548831,83.79773466,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
642,373,34,23,59.34857264,6.851502085,0.053589465,0.001519742,1.289515541,1,0.263155882,50.1812,7.083928245,0.115739174,0.017997593,0.118701613,0.371230118,0.252239994,26.21987182,142.762293,71.22815306,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
643,421,39,23,56.84892473,5.318488405,0.075093101,0.002114802,0.640147786,1,0.306775554,49.9516,4.680044719,0.153465976,0.020001533,0.080297866,0.613722438,0.211471253,31.89399297,372.9438068,83.90454749,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
