,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
781,187,37,23,57.29860046,6.00546831,0.084880304,0.004123274,0.248570456,1,0.186663437,749.8792181,50.93016825,5.20120514,0.116719252,0.014224611,0.12148173,0.299694556,0.511278624,1,1.235785663,20,665.201968,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
782,138,33,25,49.87220184,5.679902972,0.090878502,0.006027442,0.211238675,1,0.144358067,581.8813474,44.0662534,4.639381353,0.134917386,0.021161075,0.086239858,0.279579725,0.476565162,1,0.906643315,20,512.7647609,0,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
783,124,30,23,48.81262512,6.039426398,0.08212038,0.005231934,0.22616203,1,0.115530566,515.7344315,45.15047312,5.854477042,0.106172693,0.014559661,0.118379636,0.661348537,0.459716885,1,0.696722019,20,456.1991434,0,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
784,150,39,25,52.42116621,5.076408778,0.111892558,0.007607461,0.1617382,1,0.146828985,681.3937858,52.88734831,5.167575066,0.126291896,0.014329063,0.100163393,0.511611244,0.569070804,1,0.891555981,20,623.2990717,0,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
785,117,31,23,46.85280848,5.562216478,0.0947211,0.006717299,0.180255569,1,0.135471149,518.5038586,45.79880996,5.4678738,0.104626374,0.010184835,0.132942905,1.224829869,0.539538075,1,0.633284211,20,483.0884942,0,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
786,168,41,25,59.70974643,5.905406844,0.108772344,0.006801445,0.128370228,1,0.152460857,774.9763189,51.33519083,4.212288695,0.211141595,0.055635973,0.034334527,0.116716526,0.435402278,1,1.007026172,20,710.142622,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
787,150,38,25,52.40370455,5.231266338,0.122115576,0.008863736,0.108261472,1,0.151477242,712.8684209,47.25927884,4.232205494,0.172172408,0.030438188,0.057118982,0.425286947,0.535691673,1,1.021132533,20,651.0650785,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
788,147,35,24,44.37290047,4.243675196,0.137236682,0.011371985,0.105022341,1,0.171106164,698.7185238,44.46420945,4.278359749,0.151295111,0.020853868,0.074579327,0.571060754,0.581074811,1,0.787642384,20,638.1667448,1,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
789,174,42,25,53.77437411,4.548632099,0.13711013,0.0094317,0.101040138,1,0.194103622,836.2905337,53.2152179,4.652093313,0.147228194,0.018568532,0.082018235,0.664567313,0.693241429,1,1.145777543,20,773.6330634,1,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
790,136,38,24,47.32382883,4.327788674,0.155862711,0.013517631,0.077510161,1,0.111447513,689.7224489,47.10835413,4.036628917,0.195946592,0.03258711,0.041965305,0.380663493,0.58712877,1,0.743777319,20,640.2207269,0,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
791,147,26,20,55.8626837,8.296540627,0.042613471,0.002109203,0.836297642,1,0.145160151,396.3821731,46.54396675,12.76892095,0.132854379,0.05862718,0.040524308,0.19588188,0.220068762,1,0.917536422,20,335.5062821,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
792,130,28,19,51.36613984,6.895965876,0.061167137,0.003212186,0.424778285,1,0.113090368,463.4363243,53.69014535,14.73510829,0.165579304,0.047068094,0.021810802,0.433354245,0.153278217,1,0.778758478,20,334.6212775,0,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
793,118,31,22,51.97906847,6.48251259,0.082165503,0.005400365,0.198471076,1,0.166492331,511.1628126,52.19042289,9.448660885,0.14230608,0.024270394,0.039463275,0.976519676,0.19694967,1,0.817486072,20,389.8564286,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
794,115,29,22,52.99961377,7.024121477,0.06716764,0.003911265,0.291957853,1,0.123535875,461.883684,49.28286268,9.167362789,0.13404803,0.022815678,0.044523969,0.780329461,0.213199847,1,0.763903968,20,364.1404664,1,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
795,77,31,22,59.20574107,8.507922815,0.079000226,0.006867059,0.141806467,1,0.077002887,373.1024092,74.97489606,18.05974977,0.121913249,0.022524817,0.028398022,1.143742066,0.185611266,1,0.533690162,20,308.9881231,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
796,77,27,16,63.40886484,9.944710426,0.047090138,0.003394012,0.34340745,1,0.079738192,311.1783797,51.16082057,9.245684344,0.134944558,0.051143774,0.034859224,0.085339249,0.336723106,1,0.571606417,20,285.3885284,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
797,104,36,23,67.43112782,8.520928741,0.075681324,0.005464888,0.172942799,1,0.097933757,476.7780694,59.08189627,7.922582992,0.153566326,0.027367052,0.035059694,0.359852029,0.297300593,1,0.76689566,20,416.1894688,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
798,80,27,23,36.18933749,4.574828078,0.158206601,0.018562678,0.057004234,1,0.080102666,426.9271823,38.87190131,5.375137119,0.209397731,0.041313319,0.023765254,0.725529207,0.221096512,1,0.528975594,20,352.1709985,1,0,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
799,64,27,20,46.11351421,7.467041107,0.114467914,0.014137495,0.067322745,1,0.079215554,338.5258962,45.88906009,7.769158641,0.151701217,0.026378258,0.033245557,0.780130523,0.300397734,1,0.417548867,20,300.8436214,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
800,67,32,22,55.72899564,9.007058815,0.134069708,0.017516792,0.04309543,1,0.087777201,373.2669889,53.59034336,9.087634245,0.21150813,0.051957811,0.017112734,1.335987726,0.199852746,1,0.447074751,20,328.0425419,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
801,414,33,21,68.53885069,8.817928523,0.039074724,0.001340494,1.99647623,1,0.217282681,556.8495629,46.95171506,8.845074502,0.101459192,0.034003713,0.172435079,0.071355737,0.32659097,1,3.699771245,20,410.5576041,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
802,450,36,23,61.16458823,6.731414549,0.056027656,0.001447328,1.217320342,1,0.276707892,902.77296,43.96061633,4.25776826,0.14288284,0.021776336,0.103873591,0.33644714,0.240560515,1,3.651159187,20,536.5153895,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
803,364,37,25,57.33433446,5.853801773,0.068655181,0.00217754,0.704107621,1,0.303256357,995.937311,47.52979141,4.634533712,0.126829732,0.014327699,0.122157636,0.582766371,0.278251026,1,2.970510578,20,625.0499217,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
804,372,41,21,66.0181406,6.573310021,0.063913026,0.001850827,0.814414676,1,0.281623932,983.0709174,62.64542757,8.563528637,0.124245716,0.01690318,0.071424557,0.776487581,0.188086369,1,2.958079914,20,552.7440056,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
805,373,42,24,63.71773704,5.986978265,0.071571106,0.002176086,0.641578542,1,0.298217571,1079.208658,54.97857907,5.497705488,0.122489419,0.013140769,0.127307881,0.845806737,0.2727426,1,3.161865675,20,697.674812,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
806,260,41,23,67.84097971,6.957993752,0.069013928,0.002513092,0.44417754,1,0.21425283,874.6819005,53.09442771,4.649931559,0.175776689,0.029618365,0.047350114,0.168427812,0.242666699,1,1.966045312,20,621.4458023,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
807,237,44,25,63.16756464,5.731898868,0.093841489,0.004524589,0.2356972,1,0.25397863,947.6069812,55.98141137,4.874331562,0.182711952,0.028946749,0.04571492,0.402164818,0.228010268,1,2.00321188,20,656.4485107,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
808,209,38,24,51.35715777,4.728659897,0.107006947,0.005899918,0.186221718,1,0.245034862,871.7095096,45.25060177,3.473674746,0.192167758,0.025862872,0.050950352,0.602870496,0.238060229,1,1.610622478,20,633.3483889,0,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
809,197,43,25,54.21766681,4.386143011,0.128593604,0.008223005,0.132882938,1,0.203067203,896.7862107,51.43299277,3.729705178,0.214284304,0.029292559,0.038857376,0.703772998,0.225129258,1,1.404813091,20,688.1715835,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
810,174,36,24,48.5755683,4.632330599,0.121786425,0.007749095,0.118888771,1,0.18385541,799.8723127,43.21458477,3.520922421,0.198821726,0.025204051,0.045356713,0.875392932,0.240734466,1,1.159787663,20,630.8245068,0,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
811,62,26,21,51.12569216,8.333674217,0.085211075,0.008766049,0.10469622,1,0.080200374,313.6523725,49.74070057,8.606970358,0.109219207,0.021056102,0.056676021,0.42494225,0.514297966,1,0.329609815,20,297.6047619,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
812,68,27,18,60.12349659,9.586352538,0.05659322,0.005281807,0.235236767,1,0.078853027,304.4320926,49.87858245,9.903790704,0.100761796,0.044753294,0.075740454,3.55E-08,0.696536161,1,0.723828483,20,295.7411253,1,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
813,67,26,20,40.49487453,5.99959277,0.114042816,0.012267241,0.08811359,1,0.062003442,344.533008,39.09670613,5.688469672,0.163613825,0.032159153,0.036728013,0.480845791,0.366501691,1,0.48065968,20,308.6961091,0,0,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
814,69,27,20,48.77626662,7.484708157,0.09001563,0.008856334,0.113513042,1,0.071965702,342.5393486,49.15613274,7.703760097,0.094949885,0.01155893,0.092504469,1.224603759,0.575946813,1,0.487922692,20,326.1039923,1,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
815,55,26,25,55.09357855,10.00555777,0.093290971,0.011696696,0.068898493,1,0.060987711,294.4665723,48.17013185,9.120210311,0.136038479,0.029165327,0.035743637,0.727390485,0.396187142,1,0.403860915,20,273.6040549,1,1,4096,1,0.12,0.005,0.5,50,0.055262133,0
816,79,33,24,59.89612242,8.527329632,0.104094171,0.010045393,0.074383282,1,0.139182786,414.4918991,52.13683647,7.094037602,0.199738658,0.06771555,0.021490041,0.198708789,0.459049397,1,0.520222708,20,395.6172352,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
817,49,24,16,41.97288365,8.37230301,0.1483923,0.025395712,0.033678578,1,0.055135043,277.4732345,40.36270375,7.486551831,0.289759268,0.133150708,0.009825409,0.514517137,0.286144059,1,0.302636818,20,260.408729,0,0,4096,0.4,0.18,0.005,0.5,50,0.024560948,0
818,73,29,23,53.02888772,8.287043399,0.106182103,0.011839021,0.069260334,1,0.099751786,382.5038281,45.60370761,6.8096424,0.164811337,0.0385597,0.032658283,0.359846785,0.512042596,1,0.5217164,20,364.8406486,0,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
819,58,24,22,36.2491852,5.858441615,0.151736197,0.02089717,0.044874668,1,0.056640383,319.9809536,36.10539843,5.666479733,0.181163376,0.036999411,0.02909504,0.659431844,0.539707893,1,0.434435185,20,304.2671105,0,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
820,47,26,21,50.62607674,10.46976046,0.140418578,0.023293808,0.030801637,1,0.054863,269.358157,48.40843643,9.747774754,0.189091326,0.056233872,0.017512595,0.774723084,0.388712613,1,0.362483724,20,257.4406949,0,1,4096,1,0.18,0.005,0.5,50,0.024560948,0
821,175,34,24,49.69372248,5.260927214,0.093368385,0.005239239,0.221013475,1,0.182954303,710.1209837,44.66026697,4.637541325,0.135032819,0.022562399,0.09147481,0.2215452,0.439012339,1,1.464991832,20,581.6685984,0,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
822,185,41,24,65.06920628,6.673018973,0.083499835,0.004190633,0.236971813,1,0.211796133,757.5399336,55.170033,5.269874013,0.13824785,0.018582461,0.078824273,0.392226276,0.400897856,1,1.269264062,20,660.0031879,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
823,145,38,24,62.36909408,7.087901655,0.083935072,0.005471669,0.200406785,1,0.160509129,622.3080852,55.05764316,6.306403203,0.121516025,0.02022348,0.089380319,0.272240621,0.512645261,1,0.909076019,20,563.4528458,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
824,121,34,24,59.12761114,7.350745349,0.07724666,0.005470328,0.214109324,1,0.123291337,519.4370292,54.1859458,6.866615215,0.096348498,0.011407097,0.133658816,0.755522131,0.560152963,1,0.864031355,20,483.9926142,1,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
825,135,34,25,52.10060403,5.840721485,0.091369377,0.005637369,0.19466938,1,0.157476465,585.3620539,49.44264415,5.581391224,0.106469691,0.011054316,0.133467174,0.826715468,0.545481811,1,0.983530589,20,534.6796007,1,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
826,119,33,24,50.84174097,5.954946319,0.102495835,0.007409031,0.127081344,1,0.151224585,559.3430863,43.26446354,4.52881037,0.18661444,0.046877539,0.039217807,0.197547722,0.453302039,1,0.776699475,20,512.6019313,0,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
827,152,45,25,60.64586271,5.603618537,0.130573057,0.009646333,0.095890724,1,0.161568332,751.954299,64.0998774,6.343184171,0.13000913,0.015880697,0.07795841,0.429342094,0.705326914,1,1.355046173,20,697.7048287,0,0,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
828,155,39,25,46.22598873,3.933670568,0.179197973,0.018611748,0.065181016,1,0.154623377,792.6615493,46.53063981,3.50880783,0.240232973,0.035115744,0.030463344,0.619911705,0.337235259,1,1.037050756,20,704.565423,1,0,4096,0.6,0.18,0.01,0.5,50,0.049121896,0
829,106,37,25,53.12129509,6.129959733,0.137763597,0.013302358,0.066336055,1,0.138714818,555.528955,50.19446539,5.261971377,0.189826101,0.03136799,0.034343666,0.608838015,0.481480076,1,0.668014348,20,525.7699539,1,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
830,138,41,25,54.72240972,5.238087642,0.141460505,0.0115759,0.078447447,1,0.150111945,699.8550405,54.45262932,5.135738744,0.160461135,0.018231077,0.054947785,0.761215411,0.456670949,1,0.949938818,20,636.2972182,1,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
831,164,31,18,57.89823956,7.395716715,0.056409399,0.002659297,0.557815981,1,0.160825761,532.055379,50.67631515,8.107697776,0.127935923,0.023094588,0.054867071,0.246137554,0.251624013,1,1.05589174,20,395.003343,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
832,171,33,19,69.76694099,9.131312521,0.044823619,0.00211494,0.729361149,1,0.146558682,494.3138735,70.85399658,17.80183845,0.127838387,0.027837538,0.031331772,0.485109622,0.166748569,1,1.058040051,20,392.684329,0,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
833,161,37,23,64.9124681,7.406596022,0.07194699,0.003545338,0.270042546,1,0.160824891,646.5254577,50.26712919,5.933053912,0.207331043,0.049572567,0.028202403,0.580956484,0.183148535,1,1.158115319,20,498.0956725,1,0,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
834,89,28,23,45.67262517,6.091385874,0.090147878,0.00715228,0.158959089,1,0.092951802,411.3147881,52.33013271,11.56126171,0.157030918,0.031393503,0.025569126,0.72487252,0.180432139,1,0.583658123,20,319.9228297,1,0,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
835,102,26,21,42.02093333,5.630282878,0.089993903,0.006594488,0.165632216,1,0.145205478,453.8815557,41.5554712,6.717734528,0.126924103,0.018416081,0.058976905,1.052508177,0.252103942,1,0.71512541,20,364.4675356,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
836,84,30,21,53.54833483,7.346899098,0.083403574,0.006680343,0.149252396,1,0.099469101,398.2354002,50.5213166,7.583144096,0.166791353,0.039344604,0.027503437,0.233006247,0.27974107,1,0.673295788,20,340.6657412,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
837,83,28,23,44.73770589,6.084603797,0.107266891,0.009740534,0.09759778,1,0.096751916,413.9232475,41.08482002,5.555449118,0.182287073,0.038174498,0.030560356,0.425181611,0.287671298,1,0.630315483,20,361.5593257,0,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
838,88,30,25,47.44123736,6.124743245,0.105542247,0.00895552,0.105941017,1,0.13437885,435.7410617,43.3176264,5.499688871,0.161887664,0.02541139,0.04187025,0.650323843,0.317789698,1,0.690110564,20,384.429896,0,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
839,83,34,21,50.05788383,6.261929369,0.133026204,0.012751701,0.067615828,1,0.105015548,443.177147,53.75138542,7.396708756,0.16782901,0.026399018,0.031098791,0.787739291,0.280847742,1,0.691095289,20,380.9938462,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
840,60,28,19,44.92622536,7.471023567,0.148880759,0.020992937,0.040465934,1,0.053345696,335.9829918,53.41247484,12.16425824,0.181028354,0.039636428,0.018335387,1.81164986,0.167584077,1,0.449460375,20,288.8605044,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
841,438,35,19,70.7325386,8.704765845,0.041440863,0.001218278,1.776382495,1,0.258060277,626.0434486,48.91991386,10.58717178,0.134547624,0.056532221,0.074621277,0.240492515,0.206956964,1,3.477759326,20,447.6458742,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
842,320,28,18,46.88058431,5.8180667,0.057965473,0.001715552,1.102910544,1,0.229428522,716.1867102,38.15124401,5.569737574,0.112637471,0.021367369,0.140811545,0.370231896,0.286519733,1,2.800280595,20,412.6749361,0,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
843,262,30,24,51.87551787,6.382393448,0.057723283,0.002070889,0.868321869,1,0.198916105,669.0595415,45.24907,7.019555922,0.105490149,0.015231203,0.119953307,0.783216748,0.257021896,1,2.206367509,20,444.6423772,0,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
844,249,28,22,40.31973828,4.519475721,0.077165559,0.00328447,0.595216163,1,0.217821447,730.2728506,34.87324553,3.87462657,0.128511689,0.018384099,0.131860481,0.641291649,0.292210102,1,2.111629144,20,477.761434,0,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
845,271,36,24,60.07092276,6.593455534,0.064802975,0.002302341,0.58251073,1,0.223474534,817.4767968,53.21953575,7.260582313,0.126510838,0.01694814,0.074595179,0.979931442,0.203184729,1,2.038636013,20,543.8951052,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
846,222,35,22,59.31148868,6.708076798,0.067175299,0.002704204,0.43889778,1,0.215439256,748.3306444,44.75850106,4.388902112,0.153740535,0.026828904,0.069617386,0.258231687,0.289079952,1,1.721584014,20,557.3950006,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
847,223,43,25,58.99565656,5.270489535,0.103664947,0.005592759,0.196124172,1,0.290396575,930.2849249,52.14800421,3.847103767,0.237599843,0.046498934,0.029595082,0.382887192,0.198243776,1,1.731596994,20,677.5405102,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
848,168,35,23,42.4081195,3.581938753,0.149593087,0.012038042,0.098537662,1,0.20264382,795.3726182,41.03873472,3.130614122,0.237076034,0.033266935,0.033179892,0.795848949,0.198949802,1,1.339231173,20,595.2292347,0,0,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
849,179,35,25,42.560208,3.698365901,0.122139314,0.008792197,0.191783768,1,0.170984018,754.182711,43.86073648,4.036167078,0.149546217,0.016296865,0.081231337,0.893985275,0.298892524,1,1.434460104,20,586.7099983,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
850,159,37,25,45.68940068,4.029394696,0.145341833,0.01183046,0.098682534,1,0.174836806,760.2932381,42.84245724,3.138607797,0.224906189,0.028000717,0.039194201,1.398287518,0.202633329,1,1.188163372,20,593.8341565,0,0,4096,1,0.18,0.01,0.25,50,0.049121896,1
851,70,27,16,63.88912642,10.18409869,0.051862306,0.004316946,0.249369613,1,0.091617608,312.6759557,61.13378978,10.77293793,0.074471649,0.012939463,0.103595195,0.346699046,0.599503292,1,0.522746098,20,297.0369607,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
852,81,33,23,58.75866354,8.332681732,0.101096023,0.009935069,0.084687698,1,0.09414748,418.5098609,56.15373209,8.012750842,0.128195824,0.027179888,0.049669269,0.149813175,0.691983717,1,0.688505185,20,396.1874634,1,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
853,78,28,22,51.15447865,7.487647734,0.093461163,0.008325076,0.098523321,1,0.107120899,390.7719234,51.20188553,7.615181362,0.095819303,0.010763798,0.089220937,1.957530175,0.55311054,1,0.689298606,20,375.7423919,0,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
854,74,29,23,54.13650687,8.11899671,0.090462898,0.00864549,0.101854399,1,0.098757744,371.6478671,49.42628598,7.708793241,0.114453159,0.018634893,0.065977997,0.946285266,0.504016081,1,0.564631577,20,351.5485995,1,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
855,88,32,23,55.28469571,7.487231695,0.103040765,0.009146523,0.08716963,1,0.10954144,448.4290473,54.22643365,7.43492281,0.114767293,0.012744127,0.066618286,1.137605826,0.462490346,1,0.829560399,20,427.3534971,1,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
856,80,33,22,60.97414319,8.740625381,0.100582869,0.009734948,0.077997837,1,0.128063687,417.2953324,59.54646691,8.60444602,0.117950411,0.017385473,0.053473874,0.526355622,0.577101791,1,0.745775596,20,399.4761053,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
857,70,29,23,55.67335211,8.593435038,0.099372644,0.009938663,0.07332751,1,0.091537885,368.1806707,45.13575569,6.557530972,0.22437372,0.100120341,0.017589599,0.240380592,0.477862788,1,0.607850599,20,359.9235311,1,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
858,61,33,21,68.24737098,13.55094372,0.141868789,0.025519633,0.026950224,1,0.121596499,350.6360887,68.82278813,14.46306329,0.283986243,0.101255024,0.007234319,0.18943677,0.450803376,1,0.472740038,20,339.4595503,0,0,4096,0.6,0.18,0.005,0.5,50,0.024560948,0
859,55,21,21,35.7637624,6.16535774,0.114318275,0.014041701,0.068057692,1,0.078554579,290.4282228,27.69604002,4.05882486,0.217234358,0.065755891,0.027069807,0.950862847,0.41181877,1,0.445579231,20,275.3797324,0,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
860,70,34,23,61.32206129,9.780124703,0.133027892,0.016941389,0.040681285,1,0.093600023,391.9972745,55.46206042,8.621917343,0.175103763,0.038750069,0.026497897,1.199924942,0.497527688,1,0.658728937,20,377.7365236,1,1,4096,1,0.18,0.005,0.5,50,0.024560948,1
861,192,37,24,57.88104131,6.116151661,0.08010342,0.00383193,0.302842744,1,0.208882395,734.9009655,49.60267797,5.350890541,0.120274824,0.021158467,0.122064354,0.250028117,0.506818884,1,1.40411977,20,643.3196088,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
862,173,37,25,58.20565445,6.183599603,0.082602991,0.004044501,0.258159299,1,0.194022775,698.5704545,51.19667468,5.393826129,0.114753688,0.014719568,0.125934659,0.455304378,0.514874328,1,1.138719618,20,627.7666968,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
863,196,41,25,56.39982945,5.181947687,0.104572716,0.005905293,0.187354875,1,0.250369843,832.3005805,52.75282196,4.600863123,0.135687855,0.015336883,0.098364774,0.420327927,0.467446595,1,1.183936063,20,720.7670069,1,0,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
864,145,36,25,55.78714324,6.23611967,0.090053136,0.005719216,0.196054632,1,0.205502292,623.2390543,50.65777338,5.616347149,0.113427952,0.014077393,0.122586437,0.809826257,0.535108724,1,0.942354496,20,580.6935785,1,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
865,147,41,25,59.50284477,5.992469259,0.104052118,0.006837244,0.151518596,1,0.172711861,674.2175096,55.70854122,5.375249265,0.123327642,0.010987968,0.107278787,1.579163018,0.471495245,1,0.978789139,20,622.0496586,1,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
866,183,36,25,46.22805909,4.196817654,0.118841907,0.007617883,0.160521454,1,0.227167984,793.2001326,42.44878977,3.334800138,0.171259213,0.030362594,0.071521493,0.260900287,0.544205117,1,1.196884807,20,724.1207759,0,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
867,150,38,24,48.08117107,4.346813934,0.146110544,0.011755705,0.087564004,1,0.139060521,738.8541468,45.22967741,3.484658287,0.210375182,0.032419853,0.041079062,0.555683675,0.46628953,1,0.874965497,20,680.9375679,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
868,163,41,25,51.23141581,4.243869755,0.147168248,0.010574886,0.090288715,1,0.163036895,800.8606578,50.63954142,4.102989114,0.158544407,0.016650001,0.073389306,0.833206294,0.58904855,1,1.162749271,20,732.0939834,1,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
869,120,40,25,60.41199817,6.588225267,0.112031703,0.008484513,0.102595396,1,0.157110226,593.5967894,56.19905488,5.903734601,0.13654032,0.015275576,0.070736698,1.1369632,0.554960333,1,0.817075916,20,562.4990973,1,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
870,95,34,24,47.70684638,5.553096713,0.147054649,0.014569569,0.05975682,1,0.130795896,506.2632167,45.73002791,5.124713191,0.17474969,0.027490003,0.042539174,0.986973741,0.500258769,1,0.579901071,20,467.8252204,0,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
871,189,28,20,55.85875542,7.705159566,0.046966495,0.001928259,0.902504686,1,0.138279812,479.9493061,42.95458716,7.418140291,0.13532363,0.036669538,0.055684361,0.161867192,0.241642806,1,1.164165505,20,378.7994884,0,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
872,146,30,20,50.62621193,6.289335815,0.066186683,0.003425615,0.484649556,1,0.167116376,502.2997449,49.60536661,8.121682341,0.118423476,0.018421177,0.065142107,0.404506157,0.265390631,1,0.905484354,20,375.4395177,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
873,174,37,23,67.36612682,7.783345703,0.062784698,0.002888417,0.394637791,1,0.170526671,637.0520629,62.88319763,9.341735341,0.116186515,0.016354101,0.064214203,0.659232888,0.252469509,1,1.114348249,20,499.6387591,1,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
874,88,21,16,32.98280285,4.796087542,0.081597375,0.00596874,0.27394787,1,0.104927802,357.3718397,32.2053681,5.558533509,0.13216956,0.021925676,0.058636301,0.589107453,0.264762036,1,0.610711133,20,275.1661227,0,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
875,93,29,23,57.42887263,8.080547394,0.064770999,0.00452002,0.235192809,1,0.101332347,402.5834454,58.58643783,11.32633731,0.100157086,0.015921992,0.062734037,0.928400467,0.290089948,1,0.654746191,20,344.7315161,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
876,88,27,17,59.76386312,9.034718318,0.049877058,0.003375643,0.360594061,1,0.102872117,344.35376,54.79215498,10.76887982,0.100359802,0.022655647,0.061730673,0.214243504,0.372245601,1,0.611067474,20,311.6688956,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
877,77,31,21,58.99225085,8.658415258,0.088580131,0.00832392,0.102568519,1,0.097365546,387.0366318,57.21088353,9.634890509,0.151969216,0.034507611,0.028167054,0.395270945,0.298771414,1,0.539965955,20,346.0513415,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
