,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
737,7,148,29,23,42.96650432,5.086250607,0.08517319,0.005451052,0.305522604,1,0.160252718,561.0109343,44.05873939,5.685239563,0.102278206,0.008795673,0.129182763,33.32257777,0.08383909,1,1.343617368,20,337.5474788,1,1,4096,50,0.4,0.12,270
738,8,114,25,22,38.00581791,4.911069421,0.081648323,0.005372186,0.322942675,1,0.137457669,442.393662,39.74851616,5.498025648,0.08553425,0.006998674,0.202426437,38.2584537,0.12793539,1,0.856471217,20,336.9948665,1,1,4096,50,0.6,0.12,270
739,9,162,34,23,46.49287071,4.69473265,0.098952359,0.005792187,0.240301764,1,0.25453159,657.7219325,47.19157883,5.266387177,0.116355463,0.009485606,0.118495554,16.07551514,0.132274306,1,1.483912377,20,498.692119,1,1,4096,50,0.8,0.12,270
740,10,152,39,23,61.85916746,6.631892388,0.08469228,0.004895879,0.224543725,1,0.180134503,643.8388606,63.27700905,7.224044732,0.093480783,0.006794256,0.139279339,25.4034789,0.141600516,1,1.04674197,20,534.3886689,0,1,4096,50,1,0.12,270
741,1,78,25,22,43.56165672,6.373764617,0.083620673,0.007004078,0.160998546,1,0.094310582,360.1220076,44.343804,7.881897133,0.11076011,0.015204749,0.064953551,3.395524706,0.200071516,1,0.588895424,20,297.4379925,1,1,4096,50,0.2,0.18,135
742,2,70,29,23,43.11424623,6.333435667,0.140073518,0.016892541,0.057282948,1,0.124762173,378.8246998,43.61503255,6.669739353,0.152390446,0.019777152,0.043592672,45.15772622,0.096463411,1,0.572578839,20,344.2545037,1,1,4096,50,0.4,0.18,135
743,3,94,37,24,51.05656902,5.769179446,0.153235939,0.014472561,0.056481789,1,0.132290347,509.1066686,52.3315298,6.350065013,0.165329353,0.017521961,0.042309366,27.86209538,0.113707165,1,0.794053745,20,459.6059447,0,1,4096,50,0.6,0.18,135
744,4,68,30,23,42.52451726,5.750850159,0.172733994,0.020270597,0.038902682,1,0.100761052,384.6705662,44.22588889,6.56032479,0.17770077,0.023692158,0.03204431,29.26026778,0.108890167,1,0.590063508,20,351.0052608,1,1,4096,50,0.8,0.18,135
745,5,82,31,23,43.1868766,5.484711009,0.162476326,0.01914056,0.04732287,1,0.074027673,448.0630903,41.83990745,4.940178068,0.19804963,0.032290484,0.031517277,1.111113547,0.463540588,1,0.597793825,20,420.4019034,0,0,4096,50,1,0.18,135
746,6,197,35,22,49.2392883,4.96951377,0.093298625,0.005251782,0.267120427,1,0.208605552,757.4620731,48.98760843,5.592896116,0.122672071,0.011287204,0.097388987,19.29337108,0.087031533,1,1.630198395,20,437.9499047,0,1,4096,50,0.2,0.18,270
747,7,230,39,25,48.28770366,3.80208888,0.121975242,0.00653292,0.174975057,1,0.315177214,967.9517532,49.26882107,4.215859435,0.132095178,0.009043982,0.115195699,35.01219722,0.105074911,1,1.990411409,20,743.8702165,1,1,4096,50,0.4,0.18,270
748,8,150,38,24,43.82349158,3.240464433,0.166424687,0.012738088,0.09163806,1,0.183883715,746.8378566,47.35626159,4.598266262,0.179634483,0.018225708,0.050898722,14.32491701,0.102079869,1,1.109862602,20,573.1749952,1,1,4096,50,0.6,0.18,270
749,9,165,35,25,41.389701,3.319326178,0.150512811,0.011459028,0.108893683,1,0.237111465,773.2127426,41.35917829,3.421759435,0.155185226,0.012791429,0.093742641,59.21817046,0.113364615,1,1.559565834,20,677.5858185,0,1,4096,50,0.8,0.18,270
750,10,171,38,25,45.49328125,3.616268655,0.143961331,0.010340025,0.117733581,1,0.225969954,797.2632234,44.97376807,3.699663605,0.157210189,0.013213304,0.089968547,39.06274067,0.118283569,1,1.632190132,20,686.8017956,0,1,4096,50,1,0.18,270
751,1,37,17,15,41.82065368,9.117769439,0.056604551,0.0073021,0.175670785,1,0.043663772,177.0585572,50.6126611,14.81903386,0.074719037,0.015041111,0.060225009,18.14394842,0.098634378,1,0.27343843,20,144.7316284,1,1,4096,50,0.2,0.12,135
752,2,86,32,21,58.67024518,8.039787276,0.082833237,0.006884484,0.139578236,1,0.080234869,412.4787022,63.61744917,10.52285653,0.102199068,0.012125082,0.061846352,15.01083822,0.111373191,1,0.63176142,20,336.6075295,0,1,4096,50,0.4,0.12,135
753,3,67,25,22,46.03596441,7.278407214,0.08948304,0.008875596,0.109225214,1,0.08595264,331.6669686,46.55239614,7.670015831,0.094695057,0.010534546,0.087680314,21.04397192,0.196386994,1,0.541579171,20,311.3246574,1,1,4096,50,0.6,0.12,135
754,4,90,30,25,43.38610057,5.324198492,0.116289339,0.010106345,0.106106771,1,0.106649613,445.9133966,43.95415381,5.832694706,0.127179042,0.013221548,0.075081114,7.199898991,0.226236746,1,0.671135966,20,399.7797724,1,0,4096,50,0.8,0.12,135
755,5,85,30,24,47.98330636,6.227353867,0.097888574,0.00801029,0.129427673,1,0.074308125,412.7476123,48.87577759,6.715350701,0.10306414,0.009672383,0.100347292,24.18883293,0.161022631,1,0.633107372,20,367.0011761,1,1,4096,50,1,0.12,135
756,6,211,30,22,48.94464111,5.832782909,0.065501813,0.002774629,0.641206662,1,0.20345728,645.8198032,56.46488273,8.024073204,0.081645957,0.007087516,0.130729171,34.62407956,0.061191008,1,1.528607106,20,150.5495792,0,1,4096,50,0.2,0.12,270
757,7,198,35,24,50.04210151,5.016123854,0.092638039,0.004489953,0.253808478,1,0.214377252,780.3642245,54.47211268,6.325453895,0.104724151,0.007924235,0.110970966,42.00373389,0.067428959,1,1.420389489,20,416.2251708,0,1,4096,50,0.4,0.12,270
758,8,250,35,25,47.26659071,4.397339848,0.090489746,0.003852566,0.385045422,1,0.354061675,867.3694857,50.4539313,5.275159676,0.099349078,0.006190477,0.17682435,24.02379283,0.112084166,1,2.034283543,20,520.4275733,1,1,4096,50,0.6,0.12,270
759,9,146,30,24,42.08721669,4.652290572,0.093401445,0.005938543,0.269688505,1,0.1647295,573.4351138,43.11028869,5.091994422,0.101894481,0.00803077,0.162140705,50.53713936,0.09926512,1,1.167746107,20,425.5002811,1,1,4096,50,0.8,0.12,270
760,10,137,35,23,52.12072663,5.787850565,0.094091587,0.006223926,0.197004384,1,0.174602028,593.3637574,53.06444376,6.318102269,0.105662001,0.008659538,0.117852318,39.91090329,0.098563472,1,0.987973193,20,460.6987178,0,1,4096,50,1,0.12,270
761,1,100,26,24,43.74464357,5.969589126,0.082626746,0.005801445,0.191779277,1,0.119420286,436.6608903,46.20997662,7.134719936,0.097185294,0.010422612,0.092329452,6.859871237,0.176617007,1,0.86320256,20,352.5595998,1,1,4096,50,0.2,0.18,135
762,2,63,25,25,39.97959971,6.208449444,0.126065492,0.014914066,0.061875521,1,0.080872941,335.9179596,41.68378069,7.599189682,0.143481486,0.022321954,0.039336116,8.674987041,0.142463891,1,0.445171547,20,294.8937506,1,1,4096,50,0.4,0.18,135
763,3,106,36,25,49.59908452,5.539219606,0.147907113,0.014504835,0.062305294,1,0.11376826,557.7712652,51.54124742,6.321373453,0.153534162,0.017469909,0.0490216,8.894183727,0.188381411,1,0.811390762,20,503.208329,0,1,4096,50,0.6,0.18,135
764,4,60,25,23,35.80355226,5.528077293,0.160173033,0.021926516,0.045320694,1,0.070505218,333.5438863,36.84367655,6.084970452,0.163727165,0.024525584,0.03846783,34.68794494,0.113926574,1,0.534968003,20,306.1847406,1,1,4096,50,0.8,0.18,135
765,5,77,33,23,47.84013007,6.262456726,0.160781201,0.018308908,0.043435835,1,0.11811074,428.5259994,49.25273214,6.73844506,0.160348084,0.019564035,0.039478447,7.099638988,0.264150081,1,0.651397781,20,403.4597228,1,0,4096,50,1,0.18,135
766,6,145,26,22,37.18335695,4.327390713,0.089841172,0.004754793,0.289558981,1,0.180907385,560.4019067,38.95667434,5.152236735,0.111784502,0.010235515,0.101617292,27.52511004,0.076212721,1,1.117569323,20,312.7620699,1,1,4096,50,0.2,0.18,270
767,7,156,32,25,42.49320629,4.156274463,0.110206474,0.006364592,0.180875003,1,0.219081521,669.291231,45.09709525,5.098526245,0.124072224,0.010454271,0.09159375,17.93683067,0.109074532,1,1.152445428,20,488.5758498,1,1,4096,50,0.4,0.18,270
768,8,166,35,25,38.16979751,2.228194344,0.169126015,0.010662626,0.124520304,1,0.211966964,785.3746693,39.51044059,2.829311634,0.175942096,0.013678909,0.081737998,19.66495673,0.125659731,1,1.106424868,20,626.2804241,1,1,4096,50,0.6,0.18,270
769,9,162,42,24,52.02467476,4.270013019,0.150255258,0.011249298,0.088123215,1,0.15962104,801.6474328,52.54828682,4.54960272,0.161089453,0.0134017,0.06689161,40.03510754,0.099376274,1,1.309711961,20,684.8732079,0,1,4096,50,0.8,0.18,270
770,10,185,40,25,46.47707773,3.21607375,0.157971654,0.010484096,0.102884291,1,0.243990866,883.2351386,46.36532489,3.316526642,0.169450055,0.012805783,0.080177114,46.21781999,0.10362277,1,1.336100741,20,752.0238134,0,1,4096,50,1,0.18,270
771,1,97,20,21,36.00108986,5.71390533,0.06355138,0.004100691,0.398887003,1,0.12651879,348.1466364,37.14348303,6.464519933,0.081070547,0.008668598,0.137178895,18.17395916,0.109916652,1,0.7557085,20,220.6986117,1,1,4096,50,0.2,0.12,135
772,2,88,27,23,51.27116555,7.369667888,0.071073847,0.005260765,0.202328464,1,0.102986467,389.3087602,53.42927368,8.782708716,0.089094385,0.01020456,0.089024498,7.789876181,0.171003205,1,0.571101991,20,324.7777817,0,1,4096,50,0.4,0.12,135
773,3,104,30,25,43.60475199,5.232240738,0.110760673,0.009020181,0.121795337,1,0.118029137,494.6987384,43.37787734,5.62302509,0.130601828,0.013711281,0.07255559,8.555378649,0.177785285,1,0.712052321,20,427.858015,0,0,4096,50,0.6,0.12,135
774,4,54,24,20,44.10680412,7.49706172,0.092870294,0.01059249,0.098690713,1,0.051937477,276.8301472,42.58396339,7.619124511,0.102169056,0.013594968,0.080477269,4.996649194,0.397125331,1,0.426838223,20,265.3101141,0,1,4096,50,0.8,0.12,135
775,5,62,23,22,36.52345965,5.860434813,0.119431008,0.014126581,0.07299496,1,0.113677963,322.1980601,34.27092998,5.28998338,0.15590398,0.035896179,0.041913022,0.545922541,0.499120175,1,0.440998212,20,304.0696284,0,0,4096,50,1,0.12,135
776,6,154,25,21,43.64268195,5.969021216,0.058132717,0.00268679,0.773021397,1,0.184469366,459.039897,47.0408086,7.084462711,0.071020725,0.00586255,0.201712242,48.14365997,0.072289254,1,1.219829464,20,162.6581076,1,1,4096,50,0.2,0.12,270
777,7,157,31,22,42.80995458,4.579477489,0.103270013,0.006626972,0.193104007,1,0.212533696,655.8160169,46.85392774,5.911190786,0.112909361,0.010179644,0.096480732,47.31422409,0.062295624,1,1.181722613,20,369.2576886,1,1,4096,50,0.4,0.12,270
778,8,149,29,24,43.11980479,4.97975876,0.087137901,0.004853037,0.271301309,1,0.215335687,583.4834482,44.34502136,5.425902736,0.094390196,0.006778317,0.166192403,18.13725028,0.161793658,1,0.99386704,20,462.0387913,1,1,4096,50,0.6,0.12,270
779,9,232,41,25,56.38011716,5.083851223,0.092620522,0.004533834,0.311253129,1,0.2353911,870.8944821,59.51898277,5.972474231,0.099744711,0.006530766,0.17023331,10.29691053,0.178788511,1,1.616751866,20,629.1345267,0,1,4096,50,0.8,0.12,270
780,10,150,32,25,45.05402324,4.726410131,0.09790962,0.005658122,0.217613729,1,0.21453764,625.2688532,45.19347433,4.982425841,0.112065766,0.008444091,0.125245061,18.01782536,0.146125408,1,0.961104226,20,506.1800535,1,1,4096,50,1,0.12,270
781,1,75,28,22,45.75572766,6.659596857,0.111471115,0.011545843,0.081605151,1,0.136361194,385.6009414,47.51682173,7.47711988,0.117423964,0.013852511,0.062281275,23.91348711,0.135610719,1,0.573768318,20,348.6165357,1,1,4096,50,0.2,0.18,135
782,2,82,33,24,56.41949605,8.142991861,0.115124617,0.012874093,0.066129474,1,0.114235047,433.0916067,58.13281531,8.693139335,0.115405686,0.013597382,0.05974444,58.41404518,0.128814898,1,0.652463174,20,409.1271569,0,1,4096,50,0.4,0.18,135
783,3,69,30,23,42.72870705,5.78952556,0.172450791,0.021491068,0.038552886,1,0.091829908,391.6066559,42.15203566,5.826402919,0.185868241,0.025090285,0.032626707,146.3883292,0.061370823,1,0.504317701,20,361.1781306,0,1,4096,50,0.6,0.18,135
784,4,72,30,22,44.01963225,6.429212066,0.165849706,0.023021083,0.039071128,1,0.082390956,402.6238047,43.46100831,6.614446616,0.188102334,0.030535036,0.029465859,15.24742718,0.139613291,1,0.592563522,20,372.9839008,0,1,4096,50,0.8,0.18,135
785,5,106,35,25,43.57846445,4.221924696,0.186992295,0.019314904,0.048016071,1,0.108009946,577.2762029,43.79830794,4.154708026,0.205038465,0.026779809,0.036531121,1.6753445,0.499521607,1,0.924202883,20,544.2759932,1,0,4096,50,1,0.18,135
786,6,184,36,24,49.17326129,4.72523444,0.09768892,0.005156159,0.255088795,1,0.255883129,731.7161896,50.6521029,5.537296331,0.118835625,0.009661321,0.105588507,28.8965756,0.084623221,1,1.737338642,20,468.2515498,1,1,4096,50,0.2,0.18,270
787,7,133,34,25,43.70256077,4.24351231,0.131987951,0.010256225,0.112013053,1,0.155271228,635.9158755,47.02615022,5.4739536,0.144249968,0.014378519,0.063630634,24.35759385,0.08361555,1,1.062555325,20,461.1926243,1,1,4096,50,0.4,0.18,270
788,8,162,40,24,48.88695092,3.90080676,0.142134486,0.009721864,0.110872725,1,0.221751106,777.6995817,50.26584935,4.531952225,0.157575314,0.013512061,0.069757816,15.45278031,0.127949604,1,1.387404684,20,638.5703862,1,1,4096,50,0.6,0.18,270
789,9,167,36,25,43.8933357,3.664059803,0.140932982,0.010005958,0.115201951,1,0.219869995,775.571514,44.21056315,3.929375459,0.153902936,0.012958718,0.08122865,23.04933384,0.125283135,1,1.572579579,20,651.1393498,1,1,4096,50,0.8,0.18,270
790,10,185,38,25,45.33202639,3.641490421,0.159005489,0.013626541,0.088368102,1,0.241477636,886.6027687,44.24969915,3.581902581,0.175147797,0.017710522,0.071362596,23.21023127,0.140866254,1,1.38580157,20,777.6825274,0,1,4096,50,1,0.18,270
791,1,69,20,20,36.19716552,5.890737265,0.068699261,0.005535403,0.279869282,1,0.102455119,288.6321758,38.25827671,7.049941503,0.084586847,0.00978844,0.111175932,22.77005903,0.104195312,1,0.53933622,20,211.101347,1,1,4096,50,0.2,0.12,135
792,2,53,17,18,32.0923175,5.923043739,0.073496484,0.007319943,0.185040925,1,0.065380895,240.8228941,33.10609124,7.179167049,0.094551974,0.014435923,0.077920789,18.14367839,0.106029521,1,0.408083924,20,186.8943659,1,1,4096,50,0.4,0.12,135
793,3,95,30,22,44.67539393,5.408360266,0.106881684,0.008327122,0.125212944,1,0.093721275,456.8393617,48.08400616,6.595127401,0.112910982,0.010873832,0.0807385,25.71399969,0.109467123,1,0.703426921,20,371.9983417,1,1,4096,50,0.6,0.12,135
794,4,85,31,23,53.98746232,7.356169955,0.09207876,0.007859295,0.118547651,1,0.082492105,416.0812943,53.39631505,7.748349636,0.106123424,0.010783846,0.078894388,15.77048104,0.16829202,1,0.660467883,20,376.5148753,1,1,4096,50,0.8,0.12,135
795,5,123,35,25,48.87554788,5.250751827,0.116363753,0.008913821,0.120556771,1,0.176246929,583.2330334,51.69200222,6.139557728,0.120636178,0.011003515,0.085645903,9.266368142,0.202661697,1,0.940385234,20,513.1665366,0,1,4096,50,1,0.12,135
796,6,228,30,22,51.20500487,6.290631396,0.059501672,0.002537083,0.801663969,1,0.206896528,631.6605911,57.88426824,8.075384861,0.070773831,0.005759325,0.187583074,36.80605177,0.069610333,1,1.702493187,20,109.4534456,0,1,4096,50,0.2,0.12,270
797,7,203,28,25,42.44769818,4.961671308,0.074256394,0.003253058,0.525391916,1,0.220887597,645.9119995,43.72895017,5.473349576,0.088733073,0.006262302,0.191070586,38.92899717,0.083747328,1,1.783020167,20,291.8592682,1,1,4096,50,0.4,0.12,270
798,8,199,35,25,51.35352576,5.277580582,0.088898479,0.004300882,0.266031744,1,0.271637456,771.3719113,52.11913823,5.703633529,0.103778541,0.007099468,0.133307385,24.47232166,0.112973159,1,1.627297966,20,557.9121109,0,1,4096,50,0.6,0.12,270
799,9,224,36,24,47.48892137,4.292303119,0.103999229,0.005150018,0.23480304,1,0.338612731,884.4310471,48.9835858,4.879079511,0.116580295,0.008200309,0.127476527,9.902237956,0.158933313,1,1.970915981,20,644.3165207,1,1,4096,50,0.8,0.12,270
800,10,148,35,25,52.3241174,5.595836593,0.088436004,0.005037142,0.248096066,1,0.193031482,611.2434764,52.4739385,5.82774544,0.097097925,0.006841193,0.16364192,34.8030252,0.142569827,1,1.120378979,20,519.2628261,0,1,4096,50,1,0.12,270
801,1,66,22,22,38.54447321,6.176705917,0.087738491,0.008367614,0.135136318,1,0.092354186,312.4037686,42.75601856,8.556053208,0.109802874,0.016478473,0.053856414,17.75992504,0.086562917,1,0.572292729,20,236.4311533,1,1,4096,50,0.2,0.18,135
802,2,92,31,22,50.07233482,6.764302024,0.118339818,0.011821562,0.07138619,1,0.116050724,475.2981764,51.73923003,7.632322502,0.127021694,0.015509362,0.053125977,23.34617446,0.121064701,1,0.728133881,20,424.5717876,0,1,4096,50,0.4,0.18,135
803,3,80,35,25,54.83349319,7.191940947,0.133403614,0.013488089,0.056360867,1,0.075686522,436.5116407,58.70566704,8.742840193,0.143141078,0.017034524,0.039339557,17.29247575,0.117874514,1,0.607402686,20,389.986942,0,1,4096,50,0.6,0.18,135
804,4,56,30,22,55.11548986,10.25731008,0.137955189,0.020466876,0.035953672,1,0.063370498,318.2617412,58.07933416,11.83985011,0.14896931,0.024718873,0.026889882,98.84476066,0.054187774,1,0.460749912,20,288.9988605,0,1,4096,50,0.8,0.18,135
805,5,70,28,24,37.80935252,4.787730487,0.178825792,0.021467881,0.041103592,1,0.092055678,392.4999571,37.50755295,4.658168778,0.199396274,0.032235238,0.031575585,1.31695882,0.555441437,1,0.589654839,20,371.218685,0,0,4096,50,1,0.18,135
806,6,198,29,25,39.66186154,4.203799056,0.092824678,0.004911322,0.317495284,1,0.196678861,717.5900439,41.76525091,5.108134544,0.112975464,0.00985437,0.113069198,22.95234164,0.082400922,1,1.560024528,20,356.1390129,1,1,4096,50,0.2,0.18,270
807,7,124,31,23,39.56245739,3.912278991,0.135634291,0.010719567,0.105927165,1,0.158270518,595.7407705,41.23704612,4.710894462,0.149382129,0.015241689,0.065385432,19.74099727,0.102405015,1,1.010434087,20,463.9877901,1,1,4096,50,0.4,0.18,270
808,8,152,37,24,46.17883653,3.915948293,0.134712908,0.008786287,0.119430595,1,0.23016572,717.0402722,46.75019548,4.320497351,0.151078375,0.012468383,0.07661273,14.43188109,0.143413293,1,1.268247505,20,601.4336884,1,1,4096,50,0.6,0.18,270
809,9,158,41,25,50.72668467,4.245620925,0.140573471,0.010219244,0.108473606,1,0.203247495,761.9426315,51.79775286,4.687634706,0.148339092,0.012135646,0.081093165,22.0845438,0.139668215,1,1.323761797,20,655.1776318,0,1,4096,50,0.8,0.18,270
810,10,120,33,25,44.04334032,4.780996501,0.13111366,0.0114756,0.098247682,1,0.141149958,583.1936237,43.56047612,4.840565016,0.143273206,0.013787553,0.075534275,30.27802312,0.122471499,1,0.845806281,20,509.0072658,0,1,4096,50,1,0.18,270
811,1,93,22,17,45.69929955,7.33712459,0.050088825,0.003231516,0.490014209,1,0.108449928,331.720818,52.46782388,10.06136925,0.069417593,0.008182774,0.109675508,14.1797731,0.103114222,1,0.753779372,20,209.3852572,1,1,4096,50,0.2,0.12,135
812,2,102,31,24,50.86976806,6.445296454,0.090065197,0.00675552,0.155931724,1,0.120589896,468.9372666,53.62409272,7.515739796,0.100780208,0.009637587,0.090140997,33.53260806,0.099578246,1,0.750077363,20,381.6064753,0,1,4096,50,0.4,0.12,135
813,3,69,25,20,46.72674696,7.221754037,0.076372295,0.006978706,0.169203615,1,0.087979782,321.4841419,51.06047547,8.508227787,0.075630149,0.00793395,0.128449202,65.21366655,0.107338203,1,0.565726109,20,278.1736928,1,0,4096,50,0.6,0.12,135
814,4,111,32,24,48.7073046,5.758541325,0.100913235,0.007476405,0.139945207,1,0.131444212,517.0774836,49.01296825,6.130892372,0.110927222,0.009843483,0.097650024,13.67926297,0.182839031,1,0.982326134,20,456.4033823,1,1,4096,50,0.8,0.12,135
815,5,87,27,23,45.82483834,6.627725369,0.087081642,0.008056193,0.154519173,1,0.100389985,397.7185577,44.57623342,6.762890165,0.098537494,0.01117222,0.109960008,5.162542049,0.318548242,1,0.776722181,20,367.636557,0,1,4096,50,1,0.12,135
816,6,145,22,20,40.23160798,6.027596477,0.054773343,0.002703795,0.76048909,1,0.15384837,419.7033378,44.05333314,7.154607644,0.062637523,0.00524252,0.240968392,46.23521545,0.078492081,1,1.05372508,20,134.177007,1,1,4096,50,0.2,0.12,270
817,7,149,31,24,54.71616915,6.87072862,0.061775923,0.003331646,0.514648084,1,0.156205567,505.6563291,54.98628694,7.361636985,0.075849216,0.006067081,0.203332949,32.59291104,0.1050598,1,1.397420939,20,314.2660522,0,1,4096,50,0.4,0.12,270
818,8,129,24,24,33.225479,4.019575476,0.092637287,0.006056776,0.299879543,1,0.179614635,492.281152,32.90664363,4.206101565,0.115287224,0.010845332,0.125809489,27.57211893,0.096696981,1,0.972172765,20,336.6733513,0,1,4096,50,0.6,0.12,270
819,9,116,29,22,43.29868435,5.218772728,0.088008611,0.005904669,0.254771277,1,0.138225877,478.626217,44.76092841,5.801678321,0.096941746,0.008256978,0.146053945,31.52900471,0.12181719,1,0.810542989,20,379.3029749,1,1,4096,50,0.8,0.12,270
820,10,136,35,24,52.12363859,5.625057505,0.091513797,0.005601342,0.219647897,1,0.166728059,580.8512996,53.34918718,6.151358894,0.101906466,0.007805873,0.130134767,18.56451077,0.151607039,1,1.022413051,20,477.759659,0,1,4096,50,1,0.12,270
821,1,87,24,24,33.91314346,4.440819919,0.106701429,0.009222697,0.154640112,1,0.11970704,397.126545,37.77261366,5.928161905,0.115000481,0.013237343,0.080135634,10.37639502,0.136549135,1,0.647068127,20,303.4640627,1,1,4096,50,0.2,0.18,135
822,2,76,28,22,47.80473408,7.013168943,0.104903752,0.010381597,0.085636332,1,0.118893834,387.8984581,48.59785953,7.995737292,0.121831758,0.015970631,0.053689085,8.220760168,0.173424864,1,0.642014905,20,347.0994793,1,1,4096,50,0.4,0.18,135
823,3,45,20,19,30.24930153,5.264279135,0.149051932,0.020805275,0.046716169,1,0.081437242,251.3618293,29.51745805,5.111127758,0.158966044,0.023425103,0.040746337,9.123277481,0.254719705,1,0.471377075,20,238.571174,0,1,4096,50,0.6,0.18,135
824,4,87,38,24,59.05253688,7.783313613,0.15001413,0.016982786,0.042929932,1,0.097806931,484.8195782,59.68063376,8.42322305,0.164531864,0.02127181,0.033072972,29.07065547,0.109004337,1,0.668467462,20,446.9577815,0,1,4096,50,0.8,0.18,135
825,5,81,35,23,49.86244538,6.2979182,0.174349,0.020357681,0.037556383,1,0.124165463,457.88306,49.8612286,6.362695166,0.180880299,0.023658446,0.033632755,5.992306788,0.277031036,1,0.644633734,20,429.2087283,0,1,4096,50,1,0.18,135
826,6,107,22,20,34.05675522,4.725903891,0.084297232,0.00560867,0.256250904,1,0.107718579,428.6305821,33.72918654,5.183678304,0.113474449,0.012711561,0.089664505,49.53667072,0.057307081,1,1.030356038,20,243.9068343,0,1,4096,50,0.2,0.18,270
827,7,116,27,24,39.86935747,4.97525061,0.1005031,0.007621086,0.159815182,1,0.160891294,511.7475348,38.66858188,5.250084988,0.126194838,0.014094,0.082067721,17.94058436,0.111398831,1,0.83044912,20,400.7413159,0,1,4096,50,0.4,0.18,270
828,8,157,37,24,46.3602282,3.997168092,0.131428712,0.008767477,0.127189165,1,0.197346465,732.0884666,47.2914518,4.46801412,0.14369367,0.011921871,0.08468338,20.98881514,0.12516818,1,1.537169838,20,603.5801119,1,1,4096,50,0.6,0.18,270
829,9,88,31,22,45.29772168,6.01652542,0.136645012,0.015238937,0.064302947,1,0.092841919,461.5693723,45.15749555,6.3925328,0.1495683,0.01908014,0.049708592,10.32176741,0.177116994,1,0.709617476,20,420.5335288,0,1,4096,50,0.8,0.18,270
830,10,157,43,25,52.84449949,4.203556732,0.15052886,0.010730802,0.090704617,1,0.171063288,784.7112981,54.57465679,4.821923428,0.154852446,0.012688525,0.070713343,30.50233617,0.12195747,1,1.276854678,20,682.8627581,0,1,4096,50,1,0.18,270
831,1,68,22,20,50.99452007,8.715349341,0.045006054,0.003816428,0.422233056,1,0.091366879,268.5139585,60.9134319,13.16387173,0.059145131,0.008410857,0.118422214,7.466336973,0.16108742,1,0.602745803,20,207.8973152,0,1,4096,50,0.2,0.12,135
832,2,81,26,20,50.26049964,7.45821667,0.068505844,0.00533894,0.213910311,1,0.116062307,357.6055175,54.04622068,8.761854809,0.073471359,0.007286933,0.132890082,29.28224328,0.126742209,1,0.611283159,20,293.5382283,0,1,4096,50,0.4,0.12,135
833,3,89,31,22,50.43842582,6.847384346,0.09748992,0.008995629,0.123664709,1,0.121953623,429.1137581,51.5362957,8.072208544,0.119502263,0.014700034,0.062782238,6.816072519,0.169524573,1,0.663281898,20,368.3636114,0,1,4096,50,0.6,0.12,135
834,4,84,29,22,47.4165889,6.326971043,0.089357331,0.007252132,0.162421955,1,0.118257852,392.1305186,50.97705761,7.804210758,0.101324761,0.010670965,0.084845695,24.58620603,0.107684561,1,0.645765642,20,318.3771448,1,1,4096,50,0.8,0.12,135
835,5,96,33,24,47.53920183,5.665406176,0.118367875,0.010372573,0.10180029,1,0.108795242,477.2661074,48.22160996,5.977289024,0.12033545,0.011334945,0.089091329,15.46174955,0.246690846,1,0.898283847,20,444.6771081,1,1,4096,50,1,0.12,135
836,6,125,23,19,44.97381769,6.832262225,0.052147652,0.002830475,0.601701266,1,0.142799985,398.760212,51.67382685,9.340134958,0.07086508,0.007814782,0.119602736,43.77692818,0.05370724,1,1.116716711,20,106.4930838,1,1,4096,50,0.2,0.12,270
837,7,133,26,23,41.74526291,5.416785514,0.077222807,0.004523824,0.311188842,1,0.175445894,505.1479856,45.16316222,6.586479323,0.086378157,0.00762972,0.140850474,16.80177129,0.118128483,1,0.995372685,20,319.3788477,1,1,4096,50,0.4,0.12,270
838,8,158,28,25,36.04117761,3.617690546,0.111309752,0.006839193,0.202743358,1,0.231820556,651.0518112,39.3396837,4.754479887,0.119733288,0.010549223,0.102611824,30.226437,0.079743071,1,1.335204299,20,387.7788239,1,1,4096,50,0.6,0.12,270
839,9,166,36,24,47.301097,4.374537568,0.111158346,0.006683855,0.184137037,1,0.254849589,714.5133314,48.52609355,4.882782352,0.121400684,0.009108021,0.115755798,38.33013765,0.098516284,1,1.346860989,20,541.5082778,1,1,4096,50,0.8,0.12,270
840,10,161,33,25,42.59897807,4.012604232,0.113470468,0.007077712,0.18562666,1,0.270306877,687.2831325,43.73156566,4.530822084,0.122406891,0.009763437,0.120072885,10.94864311,0.181323666,1,1.248215715,20,558.8297512,1,1,4096,50,1,0.12,270
841,1,60,20,21,35.88976643,6.100898207,0.085551384,0.008519925,0.135288591,1,0.0897747,285.1362489,36.42871038,6.699273047,0.09957225,0.012428533,0.080279817,50.80552236,0.084779081,1,0.405909363,20,240.3511439,1,1,4096,50,0.2,0.18,135
842,2,58,24,21,44.68380764,7.876799399,0.106761412,0.01364095,0.065384946,1,0.076058873,306.2248716,44.31823669,8.317369464,0.118245177,0.017664293,0.050153928,42.7606422,0.115358195,1,0.574566742,20,287.7083254,0,1,4096,50,0.4,0.18,135
