,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
843,3,84,31,25,42.62916415,5.393223913,0.167677086,0.020512278,0.045491767,1,0.083827631,460.4010084,41.58542387,5.2740749,0.185480336,0.025092126,0.037145412,10.46355309,0.195901724,1,0.582737986,20,429.0073875,0,1,4096,50,0.6,0.18,135
844,4,68,29,25,43.04580463,6.133370925,0.154243154,0.018543375,0.045117833,1,0.075862952,378.0244347,41.63619982,5.717653958,0.200787214,0.043306253,0.026149602,0.688057041,0.514507966,1,0.448819133,20,355.6280492,0,1,4096,50,0.8,0.18,135
845,5,68,33,22,57.85586833,9.392863858,0.144908515,0.01975271,0.035377192,1,0.105965722,385.4314731,56.79901258,9.312689012,0.151185529,0.021597239,0.032768705,31.76723723,0.188468338,1,0.517418694,20,372.4314251,1,1,4096,50,1,0.18,135
846,6,159,27,24,34.54553759,3.500761335,0.111341438,0.006877932,0.208859274,1,0.200114218,649.2226301,36.46704487,4.463469241,0.13416557,0.013925438,0.083465758,27.85387036,0.069888083,1,1.051186899,20,361.5865367,1,1,4096,50,0.2,0.18,270
847,7,142,35,24,45.184154,4.249924019,0.126196777,0.009029231,0.127253933,1,0.184941812,659.3676866,48.33225219,5.42735225,0.137640006,0.012803953,0.072798735,21.32720896,0.096643074,1,1.015684517,20,491.141241,1,1,4096,50,0.4,0.18,270
848,8,152,35,25,46.10497816,4.412383903,0.11736759,0.007731499,0.149215035,1,0.201010398,683.0233659,47.66802135,4.978022947,0.122505024,0.009666676,0.107974196,24.77997175,0.134619113,1,1.083916867,20,565.5208855,1,1,4096,50,0.6,0.18,270
849,9,118,35,25,40.80912973,3.286508914,0.194079825,0.017817508,0.05700623,1,0.162214863,630.9265447,40.95780764,3.442871099,0.205697249,0.020933215,0.046090934,20.42471856,0.140597587,1,0.834604096,20,563.0648996,1,0,4096,50,0.8,0.18,270
850,10,121,30,25,34.73376732,2.865774147,0.167813876,0.014160567,0.087601245,1,0.134241299,604.4463785,34.85851582,3.030231112,0.172503022,0.016230606,0.074089976,17.08850075,0.184563023,1,0.925665696,20,540.2652676,1,1,4096,50,1,0.18,270
851,1,123,27,20,48.61472479,6.625662399,0.061628438,0.003710113,0.459047607,1,0.119380041,435.1221176,53.29521179,8.15400059,0.07124131,0.006722473,0.16968891,36.61100927,0.088675164,1,0.888029381,20,246.707946,0,1,4096,50,0.2,0.12,135
852,2,90,25,21,43.44089011,6.231094943,0.08469483,0.006398261,0.155838588,1,0.087451168,410.5085268,43.0783023,6.614723106,0.102427039,0.010606073,0.086473925,18.08284245,0.132417183,1,0.618187054,20,349.5188123,0,1,4096,50,0.4,0.12,135
853,3,70,23,21,34.87867949,4.998244693,0.09825496,0.008802259,0.155716185,1,0.08583678,329.0004952,36.45638052,5.585025532,0.099295175,0.010091744,0.12162135,29.25979769,0.16205881,1,0.402363082,20,292.001446,1,1,4096,50,0.6,0.12,135
854,4,76,27,23,47.97701249,7.065180932,0.092378125,0.008424444,0.1103986,1,0.098968605,375.130093,47.55295253,7.18823036,0.098469052,0.010006844,0.09129061,12.59462731,0.265882861,1,0.693482463,20,354.7810383,0,1,4096,50,0.8,0.12,135
855,5,75,31,24,57.33064804,8.402317367,0.095017926,0.009101945,0.090966804,1,0.09873116,383.9062933,60.24607627,10.10569006,0.109287912,0.013246307,0.054888878,18.09583394,0.121906514,1,0.489890357,20,337.527836,0,1,4096,50,1,0.12,135
856,6,160,24,20,41.43791676,5.768108591,0.061082204,0.003021568,0.634164443,1,0.20333662,485.8281549,45.87741864,7.632482747,0.084146626,0.008984047,0.11375091,37.92026264,0.052871083,1,1.163576281,20,83.71578233,1,1,4096,50,0.2,0.12,270
857,7,166,31,23,46.87760562,5.365109166,0.085643806,0.004853675,0.268693829,1,0.270826085,642.9897254,49.16434797,6.241696925,0.099143824,0.008260739,0.123467954,15.00235959,0.122502299,1,1.269736115,20,440.0209413,1,1,4096,50,0.4,0.12,270
858,8,197,36,25,52.25630032,5.312834475,0.086600679,0.004394627,0.315848441,1,0.240686401,738.6070918,54.44649218,6.016382999,0.095115612,0.006574587,0.170424705,25.93166818,0.119460156,1,1.299555572,20,503.4496213,0,1,4096,50,0.6,0.12,270
859,9,145,34,25,47.77191562,4.950095169,0.102029837,0.00639848,0.186935504,1,0.210318271,626.2686351,50.92362385,5.83205091,0.102647544,0.007706554,0.135249983,55.40984883,0.100457745,1,0.83050884,20,496.8367944,1,1,4096,50,0.8,0.12,270
860,10,188,32,24,45.59249668,4.784157698,0.090407434,0.004524079,0.287176719,1,0.294035296,714.7242457,46.77566872,5.210706051,0.097288628,0.006329011,0.179576449,15.61890755,0.177621615,1,1.298355711,20,564.9126222,1,1,4096,50,1,0.12,270
861,1,94,24,25,31.46981723,3.951652795,0.126853511,0.012792353,0.117038658,1,0.106580651,444.4665731,32.48519185,4.856787254,0.17337052,0.026232588,0.042010408,7.010076499,0.107044234,1,0.618195915,20,325.6624282,1,1,4096,50,0.2,0.18,135
862,2,70,30,21,45.48255321,6.521275491,0.148288801,0.017569743,0.047018062,1,0.101635583,386.0311066,50.43544841,8.975931336,0.172550147,0.027657743,0.025648867,11.67523588,0.095695673,1,0.495803177,20,325.6535489,1,1,4096,50,0.4,0.18,135
863,3,94,36,24,56.68089688,7.297346213,0.132271628,0.013613644,0.056866664,1,0.136747773,504.2331771,58.28237638,8.180443971,0.141494776,0.017465893,0.04386388,16.40897162,0.152344118,1,0.533018231,20,466.8081907,0,1,4096,50,0.6,0.18,135
864,4,70,29,22,51.02133073,7.658700275,0.108864792,0.011364351,0.071367541,1,0.07909861,369.4380518,73.08216682,36.5114455,0.842089251,0.339999878,0.00233992,0.441693087,0.141233084,1,0.394815997,20,349.1796191,0,0,4096,50,0.8,0.18,135
865,5,57,25,22,34.14274975,4.85792177,0.200605154,0.029132246,0.030660198,1,0.085565849,329.6057737,33.80092736,4.67941704,0.231151125,0.053791913,0.022573801,1.517386221,0.495118069,1,0.359019697,20,308.9390099,0,0,4096,50,1,0.18,135
866,6,215,32,24,47.07557994,5.056901767,0.0832931,0.003915081,0.351950805,1,0.227913431,756.4921921,48.87027686,6.14425611,0.111404586,0.010378577,0.097291278,18.48904207,0.07998988,1,1.453422153,20,363.4146088,1,1,4096,50,0.2,0.18,270
867,7,131,32,25,40.65253479,3.80269543,0.126041311,0.008522751,0.137367282,1,0.165092647,608.096464,43.06425681,4.626529559,0.131069553,0.010986191,0.09128218,31.88808775,0.09996246,1,0.919657294,20,471.486608,1,1,4096,50,0.4,0.18,270
868,8,151,40,25,51.59609201,4.669110813,0.12477955,0.008712953,0.132655699,1,0.181962705,705.6849009,53.64505365,5.345311612,0.131272807,0.010520853,0.092793993,34.39329639,0.111316673,1,1.154978263,20,586.3216468,0,1,4096,50,0.6,0.18,270
869,9,160,34,25,40.45000142,3.293451626,0.154554307,0.01198319,0.097414231,1,0.17722973,764.3657142,41.34150583,3.628361807,0.15619443,0.013471585,0.080903896,17.51424791,0.163255887,1,0.98075039,20,665.0301142,1,1,4096,50,0.8,0.18,270
870,10,156,36,25,44.64662578,3.924830218,0.14176082,0.010724962,0.104530336,1,0.208977703,742.2265994,44.35153269,4.028318723,0.150835761,0.013221563,0.084979459,12.37931711,0.208073819,1,1.164318824,20,665.7710414,0,1,4096,50,1,0.18,270
871,1,94,25,19,48.34807278,7.126422311,0.060897572,0.003992174,0.325708471,1,0.076399243,374.1647798,53.95276118,9.977348244,0.084596025,0.011019352,0.083134901,19.61310745,0.081072504,1,0.522045012,20,227.576609,0,1,4096,50,0.2,0.12,135
872,2,91,27,22,47.6213443,6.640536894,0.0822545,0.006287438,0.162833848,1,0.081235031,415.5725223,50.51192085,8.144447484,0.0964932,0.011097321,0.082483308,16.8716109,0.113528435,1,0.486655641,20,319.9702584,1,1,4096,50,0.4,0.12,135
873,3,85,29,23,45.1638878,5.887275412,0.098613495,0.008179026,0.138955013,1,0.076309971,405.8837335,47.48838253,6.650673565,0.099518077,0.00954462,0.109702504,13.2803457,0.228067671,1,0.490412764,20,367.2500652,1,1,4096,50,0.6,0.12,135
874,4,108,33,24,56.58461163,7.0158606,0.089382006,0.006026293,0.136864767,1,0.08788017,509.8548217,57.71802472,7.732169292,0.102582819,0.009219755,0.083348472,12.5347571,0.169646425,1,0.588282752,20,451.0104299,0,1,4096,50,0.8,0.12,135
875,5,110,35,24,60.21142957,7.426501633,0.089617348,0.006518798,0.134228085,1,0.106939987,520.7692019,60.14111385,7.823222929,0.099773861,0.008974471,0.094810396,11.1693903,0.213259455,1,0.602357896,20,473.4279396,1,1,4096,50,1,0.12,135
876,6,112,18,18,32.05674493,5.269943636,0.060788236,0.003246965,0.526389292,1,0.083210933,357.5958701,38.81772554,7.593888943,0.068187435,0.008040402,0.146271516,38.02120197,0.06175401,1,0.629097756,20,77.89685803,1,1,4096,50,0.2,0.12,270
877,7,149,30,23,48.53493063,5.864565847,0.076131632,0.004060045,0.318546683,1,0.149261717,565.9448488,53.38135454,7.378844547,0.0880326,0.007763094,0.123521181,30.33320047,0.080896429,1,0.817426995,20,319.1703529,0,1,4096,50,0.4,0.12,270
878,8,170,32,25,49.86934041,5.726109044,0.07682775,0.004142316,0.374415206,1,0.178452178,614.4879389,54.95765198,6.935417411,0.078599826,0.005653582,0.203810981,27.20996573,0.129162414,1,0.962367678,20,426.2997831,0,1,4096,50,0.6,0.12,270
879,9,193,37,25,48.62434525,4.398346025,0.110958451,0.006419021,0.185226452,1,0.244875745,811.6372565,52.97694062,5.490013776,0.114045871,0.008008577,0.113084548,54.01669203,0.072179042,1,1.148116263,20,529.0545016,0,1,4096,50,0.8,0.12,270
880,10,135,35,24,52.37745524,5.75428485,0.088510393,0.005702831,0.246020947,1,0.122753473,563.3607431,54.82332543,6.759489736,0.10050469,0.008576966,0.123762278,20.89920306,0.121366756,1,0.747814155,20,423.0814627,0,1,4096,50,1,0.12,270
881,1,91,31,21,52.80009807,7.153877136,0.098796467,0.008827315,0.102615582,1,0.112406683,448.3311703,54.50667179,8.716994928,0.122256236,0.016071388,0.051779201,8.947244502,0.138486318,1,0.664741441,20,382.5668203,0,1,4096,50,0.2,0.18,135
882,2,68,26,21,44.03740288,6.640239588,0.100906477,0.010037942,0.09801758,1,0.073038904,342.3108691,47.49329976,8.646835093,0.1181765,0.016659105,0.051527722,13.08970274,0.119650962,1,0.394186016,20,288.9376934,1,1,4096,50,0.4,0.18,135
883,3,70,28,23,38.39149517,5.051020481,0.169804187,0.020207833,0.044495819,1,0.092518226,387.8853738,37.26026995,4.648024219,0.214179329,0.038803194,0.027564106,1.212974712,0.398502905,1,0.425493681,20,356.0949827,0,0,4096,50,0.6,0.18,135
884,4,99,31,25,44.95275581,5.712398422,0.139275754,0.015399517,0.062502472,1,0.129716567,516.9030367,39.25243349,4.15488515,0.205393515,0.034198363,0.034905805,1.15828296,0.396688085,1,0.576878333,20,482.5813295,0,1,4096,50,0.8,0.18,135
885,5,84,31,24,40.50035917,4.606767913,0.171190169,0.0181913,0.050668831,1,0.115046004,459.2990859,40.14320457,4.658132115,0.178409079,0.019873344,0.045219532,17.21983994,0.1760298,1,0.498940512,20,422.7145797,0,1,4096,50,1,0.18,135
886,6,134,26,24,37.77177957,4.512254345,0.091842725,0.00543098,0.243352773,1,0.150711648,539.586035,39.29942113,5.319938115,0.111832266,0.010703453,0.098636881,39.43537274,0.067704671,1,0.969150043,20,315.6226197,1,1,4096,50,0.2,0.18,270
887,7,211,34,25,41.596221,3.380004198,0.11606826,0.005835329,0.225848082,1,0.261133111,844.6374393,42.55793009,3.728291232,0.123726129,0.007723242,0.148531005,47.86367681,0.104264839,1,1.983804878,20,645.6658926,1,1,4096,50,0.4,0.18,270
888,8,151,34,25,45.80292742,4.560261525,0.114542019,0.007636585,0.147319926,1,0.180638536,676.3473953,44.22705887,4.571930402,0.136480456,0.012264095,0.091911077,12.64757734,0.163533247,1,1.026824053,20,576.0573308,0,1,4096,50,0.6,0.18,270
889,9,172,36,25,41.25169535,3.010081031,0.171684203,0.014370145,0.086650106,1,0.174865488,835.0934056,41.2497284,3.136255041,0.187054613,0.017541465,0.064271931,20.8011643,0.116097847,1,1.096913163,20,691.6256532,0,1,4096,50,0.8,0.18,270
890,10,137,38,25,48.47692358,4.401729921,0.14020034,0.010560537,0.095801554,1,0.114226425,677.0504483,47.71105543,4.35152018,0.152401675,0.012360616,0.076665087,40.83264119,0.113096162,1,0.936036571,20,591.2786195,0,1,4096,50,1,0.18,270
891,1,133,29,19,53.24716088,7.022833291,0.061636372,0.003364702,0.408315733,1,0.128063893,484.1524783,53.64649424,7.91524048,0.085184317,0.009122372,0.121200291,8.89911252,0.142222379,1,1.155495369,20,341.3068954,0,1,4096,50,0.2,0.12,135
892,2,80,27,20,50.50767079,7.364237311,0.077528572,0.00622494,0.160795309,1,0.082229058,370.9237996,54.45594836,9.082166417,0.090199349,0.010012417,0.082311184,48.11560036,0.075521363,1,0.649853595,20,288.3494892,0,1,4096,50,0.4,0.12,135
893,3,79,29,25,51.66095956,7.31762358,0.087403443,0.007549229,0.129580756,1,0.082824981,383.9518058,52.73214152,8.026779295,0.097155286,0.009953991,0.087212942,61.09082612,0.092730797,1,0.667639224,20,335.7847525,0,1,4096,50,0.6,0.12,135
894,4,87,30,23,54.30679187,7.637823054,0.091745842,0.007878478,0.106680552,1,0.107767737,429.0071955,55.64149316,8.801348319,0.109877976,0.012782791,0.059993738,14.77630248,0.129247895,1,0.657524029,20,372.444012,0,1,4096,50,0.8,0.12,135
895,5,94,28,23,52.10855138,7.393230027,0.07697535,0.006121189,0.167458874,1,0.096480219,423.9259221,52.37538168,7.933938487,0.088532449,0.008919427,0.104901391,9.61125191,0.21235434,1,0.710046136,20,379.7774535,0,1,4096,50,1,0.12,135
896,6,144,24,20,39.87540092,5.44660962,0.067646469,0.003475421,0.47863702,1,0.135477606,481.5248165,43.17822176,6.944000359,0.091161762,0.009582066,0.107003104,36.82936544,0.056730586,1,1.207795115,20,157.0311404,1,1,4096,50,0.2,0.12,270
897,7,208,36,22,58.8338976,6.521468009,0.070255246,0.003410515,0.438336591,1,0.170021137,708.452012,58.40592676,6.934672774,0.08968552,0.006825812,0.159890959,32.40541992,0.089001262,1,1.713897014,20,397.3071753,1,1,4096,50,0.4,0.12,270
898,8,150,26,24,36.48271976,4.203628219,0.092353665,0.005181583,0.283044341,1,0.141084528,576.1021631,37.83630714,4.743344318,0.10551243,0.00828314,0.135611762,47.65714504,0.080700049,1,1.320553537,20,379.1021595,1,1,4096,50,0.6,0.12,270
899,9,194,39,25,52.19064694,4.699005963,0.103529074,0.005499971,0.222369936,1,0.188465651,792.7495855,54.44232728,5.501231055,0.114101237,0.008172185,0.12428866,22.3411824,0.115385106,1,1.465040366,20,570.7077223,0,1,4096,50,0.8,0.12,270
900,10,147,32,25,43.77089991,4.548672378,0.10336036,0.00647122,0.201232405,1,0.145498657,622.8380896,45.42490218,5.078949284,0.10787906,0.00802874,0.139659975,42.42377044,0.119806676,1,1.111742703,20,515.2396531,1,1,4096,50,1,0.12,270
901,1,73,23,21,31.05637484,4.143401372,0.131335923,0.013764231,0.093537228,1,0.094923993,366.0299853,35.49442541,6.019998551,0.142022428,0.019657507,0.048215776,23.18154621,0.075120178,1,0.976650206,20,268.3255283,1,1,4096,50,0.2,0.18,135
902,2,81,26,24,38.81284712,5.368852405,0.124982353,0.013060219,0.077114242,1,0.100567981,412.6123726,38.90138846,5.816276122,0.139577706,0.017644883,0.054813892,14.61450177,0.137201533,1,0.73784128,20,359.6582322,1,1,4096,50,0.4,0.18,135
903,3,94,29,24,36.22250801,3.963221964,0.178868463,0.020993422,0.053020874,1,0.075468989,501.4612882,36.6829864,4.369569477,0.192291197,0.02680764,0.040607812,11.51887468,0.149220625,1,1.085574051,20,444.1257336,1,0,4096,50,0.6,0.18,135
904,4,63,31,24,58.5323853,10.29411035,0.129415214,0.018609128,0.039449824,1,0.082651611,352.8170492,58.2211271,11.31275171,0.148202629,0.025822262,0.028792944,17.16200479,0.129024288,1,0.621640126,20,329.6676515,1,1,4096,50,0.8,0.18,135
905,5,80,31,23,48.27303244,6.550457872,0.131728357,0.01400617,0.059195766,1,0.100102564,428.2801873,47.48435584,6.531849492,0.139007389,0.015809645,0.052351105,48.66162361,0.146703697,1,0.858849287,20,407.4696474,0,1,4096,50,1,0.18,135
906,6,187,30,22,47.38683934,5.566103954,0.074529965,0.003532506,0.401212552,1,0.184712219,649.2972397,48.68045297,6.189379973,0.091179851,0.006971346,0.150043697,29.52188036,0.089284136,1,1.497212863,20,360.1856972,1,1,4096,50,0.2,0.18,270
907,7,156,35,25,48.85906084,5.075227386,0.105710134,0.00714129,0.168468815,1,0.133028551,678.8407636,49.97812892,5.859946064,0.129032257,0.012645645,0.07846514,7.97257123,0.147330971,1,1.466840259,20,530.0311363,1,1,4096,50,0.4,0.18,270
908,8,157,36,25,46.78010302,4.307903734,0.122561014,0.008003835,0.136446623,1,0.170854239,716.065605,48.17209325,4.891696729,0.135323213,0.011239433,0.085142613,14.11280054,0.143044351,1,1.193362701,20,589.143035,1,1,4096,50,0.6,0.18,270
909,9,149,39,25,44.67906488,3.079575258,0.175354786,0.012510436,0.081669458,1,0.14777441,758.6844578,44.73327092,3.182050012,0.183029588,0.013937122,0.068086408,80.49426575,0.080339211,1,1.226007454,20,645.5727035,1,1,4096,50,0.8,0.18,270
910,10,148,38,25,49.65454849,4.632615141,0.136816907,0.010378029,0.093680489,1,0.102196356,721.8272725,49.25273161,4.842086724,0.150962915,0.013908947,0.069987742,18.18034402,0.148898341,1,1.194380291,20,637.288441,0,1,4096,50,1,0.18,270
911,1,44,10,11,20.41166335,4.949645218,0.054027592,0.004787025,0.395903855,1,0.079140365,164.0190946,24.89103393,7.580594597,0.071464594,0.01327183,0.091098213,7.384563312,0.117881851,1,0.865834733,20,98.16486702,1,1,4096,50,0.2,0.12,135
912,2,76,25,17,46.28369869,6.918178928,0.068056354,0.005605361,0.261559093,1,0.142794673,325.2089704,48.20111522,8.403194751,0.085810163,0.010340344,0.105258689,13.81027043,0.135250927,1,1.366371477,20,257.1833834,1,1,4096,50,0.4,0.12,135
913,3,64,24,18,40.58574735,6.376447373,0.092730034,0.009538,0.127479437,1,0.096403722,311.3091903,43.49086143,7.767163311,0.103567149,0.013110089,0.073556682,11.55173683,0.155687866,1,0.993964402,20,268.7463591,1,1,4096,50,0.6,0.12,135
914,4,83,26,25,43.63533362,6.335994129,0.08731986,0.007913376,0.159490708,1,0.138750823,379.6371778,45.06751798,7.045759321,0.093138398,0.010400122,0.112266439,4.190127475,0.324871197,1,1.811649974,20,347.1123233,1,1,4096,50,0.8,0.12,135
915,5,114,39,25,63.61653625,7.321585032,0.092036701,0.006580746,0.148074022,1,0.143217552,537.9578475,65.93289835,8.152231787,0.097990236,0.008244292,0.105110402,16.98260775,0.180463198,1,1.743283832,20,478.233476,0,1,4096,50,1,0.12,135
916,6,184,24,20,40.73340909,5.599967822,0.060739668,0.002717271,0.741550391,1,0.213699818,511.7703731,45.65112023,6.997885767,0.069050044,0.006061679,0.21248019,36.64583183,0.077883919,1,5.624164307,20,130.2142999,1,1,4096,50,0.2,0.12,270
917,7,153,33,23,55.00906383,6.549771121,0.068855373,0.003885578,0.429670545,1,0.231097853,546.1210497,55.77353819,7.597031036,0.092132024,0.008667256,0.126563433,16.61399709,0.103715673,1,1.854436243,20,323.0483534,0,1,4096,50,0.4,0.12,270
918,8,134,28,25,42.26033842,5.115265542,0.089080956,0.00574011,0.230156762,1,0.220572591,543.7858301,43.62493504,5.889586268,0.108096328,0.01013997,0.099570154,31.78453106,0.080096773,1,1.983453719,20,356.7811441,1,1,4096,50,0.6,0.12,270
919,9,180,31,25,42.14349125,4.249788881,0.100067538,0.00516072,0.2362095,1,0.32763927,717.8011781,43.21759849,4.684092466,0.111211796,0.007841229,0.134897713,16.71804406,0.139217721,1,1.915069564,20,533.462592,1,1,4096,50,0.8,0.12,270
920,10,182,39,23,51.29269725,4.58291841,0.111667035,0.006537067,0.180154677,1,0.267419883,785.9895503,52.87958237,5.203942895,0.123244445,0.009161922,0.108175032,33.24449668,0.098649346,1,2.626459742,20,590.1149418,0,1,4096,50,1,0.12,270
921,1,111,30,21,46.57946492,5.700085318,0.102906423,0.007459718,0.122045492,1,0.108867204,524.6028806,47.65972373,6.698118879,0.127901826,0.014835356,0.058962151,10.2068865,0.125276877,1,0.764438609,20,422.7026163,1,1,4096,50,0.2,0.18,135
922,2,54,20,21,26.17924749,3.71635936,0.157860796,0.018842453,0.062076546,1,0.112383131,292.1509482,28.48761636,4.891581473,0.175348916,0.028568938,0.035416464,2.834849643,0.198320471,1,0.42894845,20,250.4078018,1,1,4096,50,0.4,0.18,135
923,3,67,28,24,44.77683067,7.004921743,0.129352498,0.015997641,0.057843781,1,0.070403854,360.6654378,46.30528476,11.4161386,0.568795339,0.19006145,0.005059825,0.66461441,0.152289695,1,0.447478402,20,330.224016,1,0,4096,50,0.6,0.18,135
924,4,68,30,24,47.61218698,7.072390038,0.142301278,0.016775147,0.046343301,1,0.093029428,376.311611,61.72022712,26.86087711,0.712495799,0.271480276,0.003258666,0.596330578,0.177867788,1,0.451572204,20,352.8318375,0,0,4096,50,0.8,0.18,135
925,5,65,28,19,46.23308667,7.171461888,0.127951698,0.015201605,0.054829953,1,0.102614752,353.3108314,45.87852084,7.349614504,0.137050497,0.017816447,0.04582654,65.34171073,0.105990702,1,0.521068919,20,332.8950475,0,1,4096,50,1,0.18,135
926,6,135,24,24,32.81710895,3.876340517,0.100746177,0.006442402,0.223233791,1,0.196548331,541.5870826,32.09392968,4.119041358,0.132738362,0.013930782,0.088651005,39.20168299,0.064808681,1,1.815353342,20,320.5462217,0,1,4096,50,0.2,0.18,270
