,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
1,1,534,33,24,80.87761113,11.10565273,0.047763469,0.001300338,1.42246482,1,0.342803164,960.2107002,50.23331358,8.231794668,0.121801034,0.027302703,0.113238992,0.133572185,0.249982776,1,4.490159106,20,566.4601045,1,1,4096,0.2,0.12,0.01,0.25,50,0.107279856,1
2,2,561,34,25,86.9083294,11.93824176,0.046324333,0.001388733,1.238989261,1,0.455987263,1087.75972,44.1697197,6.089101268,0.175167441,0.057259903,0.055064848,0.384190475,0.174696498,1,4.883808076,20,693.4551487,1,1,4096,0.4,0.12,0.01,0.25,50,0.051869655,1
3,3,487,34,24,71.30782362,9.143290166,0.060455744,0.001856082,0.936930402,1,0.384423284,1125.207272,59.30482569,8.315986452,0.100710511,0.013028342,0.149504008,0.613043628,0.282410646,1,4.120924759,20,663.9731031,1,1,4096,0.6,0.12,0.01,0.25,50,0.156917195,1
4,4,326,30,24,55.11831478,7.14006232,0.072898136,0.002663527,0.67424632,1,0.262190072,927.5205202,42.35670121,5.183054312,0.140811577,0.018127157,0.085076953,0.985906758,0.212324543,1,2.537387542,20,592.1908702,0,1,4096,0.8,0.12,0.01,0.25,50,0.080268179,1
5,5,357,39,24,76.18211395,8.934726872,0.070905131,0.002520156,0.543315571,1,0.396568799,1065.345638,57.80842233,7.059987005,0.130502156,0.018071162,0.095698946,0.94796215,0.243647261,1,2.400985702,20,720.5413995,1,1,4096,1,0.12,0.01,0.25,50,0.093451174,1
6,6,361,39,25,74.36344589,8.655929085,0.076361938,0.002848899,0.405650021,1,0.475937382,1162.783346,48.8975004,4.80315865,0.185318272,0.038454339,0.053089427,0.288961128,0.262237397,1,2.639107001,20,884.8006649,1,1,4096,0.2,0.18,0.01,0.25,50,0.046342947,1
7,7,351,37,22,72.41799573,8.877327673,0.07248342,0.003043009,0.470900427,1,0.398968403,1069.246075,53.33357371,7.191797099,0.136612614,0.025401865,0.088962493,0.472455,0.311361557,1,2.603555961,20,821.8935278,1,1,4096,0.4,0.18,0.01,0.25,50,0.085278298,1
8,8,241,32,25,53.06277732,6.583895347,0.094627828,0.004994612,0.262477597,1,0.298002847,873.8469264,42.29016548,4.548107254,0.16813103,0.023354823,0.058805049,0.627487399,0.278188359,1,1.515175323,20,689.9606445,0,1,4096,0.6,0.18,0.01,0.25,50,0.056302073,1
9,9,297,43,25,68.11877407,7.262806419,0.107569022,0.005834685,0.172310224,1,0.417939893,1193.374223,58.14960682,5.684766712,0.172791269,0.021297343,0.050388839,0.933178534,0.255296398,1,1.854698312,20,935.5075233,1,1,4096,0.8,0.18,0.01,0.25,50,0.053306055,1
10,10,229,39,25,62.34926349,7.020610328,0.105519182,0.006057391,0.181140834,1,0.299252228,942.4501828,53.65465935,5.608000342,0.156767418,0.016009252,0.064644334,1.278011093,0.271551363,1,1.416910116,20,779.9654933,1,1,4096,1,0.18,0.01,0.25,50,0.06476025,1
11,1,113,28,24,64.82241642,10.18502535,0.080949866,0.005821326,0.135674432,1,0.145317419,509.8477543,56.17618088,10.8936699,0.120246631,0.033502013,0.053947732,0.084723115,0.53982941,1,0.858823339,20,456.8060813,1,1,4096,0.2,0.12,0.005,0.5,50,0.055035676,1
12,2,129,30,25,57.34836683,8.40843324,0.095126087,0.007076925,0.14432168,1,0.187321254,568.0195368,55.27935108,8.585383809,0.128013261,0.020161521,0.055342913,0.315022803,0.458894749,1,0.994991569,20,514.4136375,1,1,4096,0.4,0.12,0.005,0.5,50,0.048560172,1
13,3,102,28,24,46.75576424,7.556098876,0.125508848,0.013624247,0.081029934,1,0.115778748,505.6713815,50.67718309,8.003617247,0.126691878,0.014890735,0.059931755,1.090958488,0.548079911,1,0.734615167,20,482.7005309,1,0,4096,0.6,0.12,0.005,0.5,50,0.049578409,1
14,4,68,20,23,36.35258127,7.253491456,0.117520987,0.015322694,0.078300758,1,0.082562085,338.0662985,35.08169876,6.91351971,0.128791343,0.021841084,0.061265578,0.86837687,0.613280144,1,0.528062288,20,319.9845304,0,0,4096,0.8,0.12,0.005,0.5,50,0.0479752,1
15,5,84,25,22,44.70306976,7.992708962,0.11509077,0.013007008,0.088665486,1,0.114023153,410.3873616,37.15584783,5.810371774,0.163682803,0.024906281,0.046177349,1.397494118,0.367726295,1,0.58400437,20,374.9475249,0,0,4096,1,0.12,0.005,0.5,50,0.029701886,1
16,6,77,20,23,41.44009561,7.702217614,0.099172629,0.009715202,0.094776656,1,0.136733754,370.0403834,29.84943303,5.299788685,0.211719344,0.089633089,0.022554526,0.181026684,0.407907471,1,0.515533821,20,342.5070609,0,1,4096,0.2,0.18,0.005,0.5,50,0.01775289,1
17,7,77,25,23,48.65653011,8.779039526,0.114448959,0.012877724,0.070122164,1,0.131817337,392.3542638,42.4589898,7.437155094,0.186625826,0.051444222,0.023142299,0.312897962,0.407892398,1,0.561127889,20,366.3643073,0,1,4096,0.4,0.18,0.005,0.5,50,0.022847919,1
18,8,71,29,24,67.42870472,12.75417694,0.106948709,0.013407336,0.05475041,1,0.104481363,378.3824707,69.09279259,14.70035594,0.107046535,0.022869807,0.050745294,1.028043672,0.854315276,1,0.654576178,20,367.084101,0,1,4096,0.6,0.18,0.005,0.5,50,0.069445628,0
19,9,80,30,24,44.14021865,7.077016309,0.17667102,0.024620067,0.039383232,1,0.11464258,441.2508463,42.72445806,6.257377878,0.203039238,0.035002611,0.028512789,2.414838293,0.429640118,1,0.565640811,20,415.866169,0,0,4096,0.8,0.18,0.005,0.5,50,0.019303239,1
20,10,52,27,23,60.83042271,14.19318029,0.135056394,0.021812836,0.030471799,1,0.075097414,295.9474703,59.54836594,13.78251136,0.136287957,0.022235934,0.030528345,920047904.4,0.248081188,1,0.544987496,20,292.4045321,1,1,4096,1,0.18,0.005,0.5,50,0.042842536,1
21,1,286,26,25,52.25781519,7.823330545,0.08255412,0.003898256,0.29927385,1,0.346303976,942.7406393,40.10892012,6.469781934,0.130354658,0.023103426,0.099076383,0.269159671,0.450976021,1,2.1334873,20,792.9940304,0,1,4096,0.2,0.12,0.01,0.5,50,0.093662775,1
22,2,256,31,25,58.62591085,7.988076859,0.091041979,0.00471564,0.237207517,1,0.318400109,925.2242945,53.49926033,8.201408236,0.117286354,0.017401731,0.103482385,0.222280568,0.524053836,1,1.791186857,20,795.0999206,1,1,4096,0.4,0.12,0.01,0.5,50,0.115697815,1
23,3,271,29,25,50.7008493,6.853049447,0.096451287,0.004987854,0.249663492,1,0.288583541,951.8997825,44.89318881,6.305267602,0.123289902,0.014895873,0.124015741,0.736383294,0.497104566,1,2.078516153,20,818.2207866,0,1,4096,0.6,0.12,0.01,0.5,50,0.104704444,1
24,4,269,35,25,73.66033828,9.785005371,0.082768355,0.003970721,0.241173176,1,0.324770081,997.4161962,67.02375014,9.472173851,0.09828375,0.009970267,0.152471387,1.000578195,0.565171677,1,1.799326575,20,893.2088673,1,1,4096,0.8,0.12,0.01,0.5,50,0.164761863,1
25,5,254,35,25,50.85183835,5.921180169,0.126588824,0.008420052,0.149611198,1,0.349492157,1045.275914,55.67705246,7.196332182,0.12618029,0.012931516,0.102470217,1.316396053,0.465388841,1,1.865333001,20,894.359845,0,1,4096,1,0.12,0.01,0.5,50,0.099962495,1
26,6,304,38,25,62.89459304,7.498464328,0.112622723,0.006448722,0.14875396,1,0.472345567,1223.534475,48.84257684,5.058219021,0.199140395,0.041014427,0.042839719,0.17135843,0.442645159,1,2.114044766,20,1083.664436,1,1,4096,0.2,0.18,0.01,0.5,50,0.04013298,1
27,7,208,31,25,49.70895482,6.688356047,0.120655249,0.008879698,0.124100183,1,0.29071461,889.6338537,43.61250697,6.056900446,0.157431623,0.029587211,0.067354195,0.420791351,0.613154776,1,1.479582115,20,823.7584479,0,1,4096,0.4,0.18,0.01,0.5,50,0.064214955,1
28,8,216,37,25,56.9899907,7.279317383,0.129808039,0.01036108,0.106153627,1,0.293183708,964.2174347,45.04531819,4.091007531,0.363475504,0.106541142,0.01393502,0.577388721,0.248283417,1,1.304346641,20,858.1034671,1,0,4096,0.6,0.18,0.01,0.5,50,0.012046748,1
29,9,177,33,25,58.06913214,8.133003616,0.116701142,0.009052913,0.102005755,1,0.237948386,803.083239,43.84646066,5.173456009,0.180984523,0.02821802,0.051204604,0.917758953,0.48709263,1,1.206670396,20,730.2039736,1,1,4096,0.8,0.18,0.01,0.5,50,0.048588921,1
30,10,178,39,25,64.30000553,8.508602188,0.123872241,0.01005839,0.100402711,1,0.250420554,827.5941902,58.13277758,7.00322271,0.162182706,0.020795874,0.050665593,0.883908908,0.525074421,1,1.154740087,20,784.7769887,1,1,4096,1,0.18,0.01,0.5,50,0.060507756,1
31,1,244,25,25,68.03090015,11.18498902,0.051183334,0.002058149,0.613923062,1,0.217098204,686.0075561,52.78108062,9.693719105,0.105254037,0.020472065,0.079482516,0.213824878,0.291244201,1,2.051742884,20,508.7696151,1,1,4096,0.2,0.12,0.005,0.25,50,0.071831116,1
32,2,167,26,23,62.88721073,9.933070569,0.065374432,0.003402959,0.334542335,1,0.177489328,606.9195662,55.4890464,10.06291138,0.120511951,0.019902986,0.049766127,0.504639327,0.23391433,1,1.240326885,20,441.5378274,1,1,4096,0.4,0.12,0.005,0.25,50,0.054793609,1
33,3,131,22,21,75.47887624,14.16526475,0.039873226,0.00233751,0.599556422,1,0.152748001,400.7616525,74.33192881,15.33634956,0.057253104,0.010237895,0.152348836,0.547373449,0.425387146,1,0.882433462,20,333.4523134,1,1,4096,0.6,0.12,0.005,0.25,50,0.242768349,1
34,4,104,22,24,54.3274266,9.581501575,0.07208495,0.004844232,0.198174803,1,0.125115371,436.2280602,40.22587427,7.977377493,0.140061684,0.026196839,0.04550429,0.991085774,0.235894662,1,0.646668776,20,349.9262177,0,1,4096,0.8,0.12,0.005,0.25,50,0.040564997,1
35,5,106,26,20,60.62413064,10.127856,0.072759079,0.005885602,0.241962827,1,0.131656229,434.0054821,56.88248693,11.56585297,0.121011532,0.02002868,0.046315843,1.284481791,0.203660998,1,0.678844321,20,335.5923287,1,1,4096,1,0.12,0.005,0.25,50,0.054342125,1
36,6,105,26,22,61.2605064,10.17648216,0.08203049,0.006217841,0.142111161,1,0.122133223,467.2173082,52.45144954,10.92416503,0.136383138,0.039285775,0.039071007,0.223979166,0.349121523,1,0.682417051,20,398.8748245,1,1,4096,0.2,0.18,0.005,0.25,50,0.042782758,1
37,7,108,30,21,78.59107197,12.41736838,0.076292589,0.005505313,0.129845464,1,0.118753147,499.3323506,50.03110473,7.725879288,0.23199961,0.077498119,0.014852998,0.544843953,0.185648073,1,0.79405123,20,423.0856741,1,1,4096,0.4,0.18,0.005,0.25,50,0.014784806,1
38,8,101,28,23,67.62730285,11.21670493,0.091572049,0.007715073,0.088944338,1,0.175071212,488.7025234,44.01413359,6.295960789,0.307684913,0.109656903,0.009902965,0.610819255,0.15482531,1,0.659293513,20,404.049291,1,0,4096,0.6,0.18,0.005,0.25,50,0.008405774,1
39,9,101,27,23,67.8341932,11.5255154,0.082498274,0.0068452,0.112802196,1,0.14798737,467.1788445,59.06879955,11.29933186,0.124415712,0.022586667,0.042653382,0.621927044,0.350229713,1,0.678894039,20,419.420739,1,1,4096,0.8,0.18,0.005,0.25,50,0.051409061,1
40,10,123,28,24,51.95626649,8.687846025,0.112875622,0.011275694,0.094745828,1,0.166756241,578.3135901,41.35898204,5.876877315,0.192804845,0.032447511,0.03060737,0.965169213,0.242666257,1,0.747369432,20,493.1049991,0,1,4096,1,0.18,0.005,0.25,50,0.021406923,1
41,1,573,30,24,59.5352543,7.922238595,0.058974497,0.001664995,1.243411485,1,0.375983548,1087.36029,42.08594188,6.266329442,0.136989004,0.033406214,0.089706023,0.356386893,0.212116991,1,3.593909828,20,623.8015008,1,1,4096,0.2,0.12,0.01,0.25,50,0.084810323,1
42,2,518,33,24,72.54999608,9.656890681,0.051758658,0.00173241,1.392623322,1,0.296808791,953.1250058,57.13428844,8.891644241,0.093610288,0.016197367,0.183919216,0.355197519,0.316446837,1,3.146772929,20,611.9697132,1,1,4096,0.4,0.12,0.01,0.25,50,0.181623888,1
43,3,369,29,24,63.69531314,9.115115648,0.051696428,0.002083997,1.416458153,1,0.252467072,764.5488924,45.53921664,7.178309777,0.11844158,0.023926835,0.101527095,0.534479841,0.236956615,1,2.12246033,20,515.050028,1,1,4096,0.6,0.12,0.01,0.25,50,0.113451893,1
44,4,452,34,25,65.88891102,8.161411493,0.063438865,0.001969105,0.889280434,1,0.4396891,1099.514559,59.79616753,8.414608792,0.095480357,0.012818771,0.158367386,0.681521797,0.315961308,1,2.640471645,20,739.8005803,1,1,4096,0.8,0.12,0.01,0.25,50,0.174579024,1
45,5,346,28,24,43.56785168,5.369719062,0.086697105,0.003867477,0.499516088,1,0.360986193,997.7963983,41.09152241,5.091771899,0.126313742,0.012795132,0.10182552,1.178167949,0.234641079,1,1.836565622,20,645.9964359,0,1,4096,1,0.12,0.01,0.25,50,0.099751383,1
46,6,421,38,23,73.76138375,8.703922945,0.068057821,0.00228298,0.559617733,1,0.44851834,1156.652439,52.56585523,7.48701035,0.140059382,0.036133507,0.088218766,0.168286199,0.324558821,1,2.508397869,20,886.6680688,1,1,4096,0.2,0.18,0.01,0.25,50,0.081132661,1
47,7,351,37,24,66.39932688,7.67029149,0.078879861,0.002895476,0.378839576,1,0.351971185,1134.551793,46.1197636,4.049547105,0.206150474,0.039867767,0.039406534,0.369628046,0.218606826,1,1.742707781,20,857.8507959,1,1,4096,0.4,0.18,0.01,0.25,50,0.037449969,1
48,8,263,37,25,50.52750057,5.075541654,0.114052228,0.006402446,0.229682418,1,0.25239708,1007.174715,53.07698858,5.945100364,0.159189222,0.023897979,0.051370411,0.58378855,0.270306881,1,1.209150251,20,767.5075123,0,1,4096,0.6,0.18,0.01,0.25,50,0.062804796,1
49,9,262,35,25,55.27497785,6.368534519,0.094782442,0.004921154,0.277410906,1,0.267037642,939.6440744,47.23011227,5.049528617,0.164510367,0.024837813,0.056592617,0.632448943,0.285048514,1,1.166844507,20,757.8306564,1,1,4096,0.8,0.18,0.01,0.25,50,0.058807618,1
50,10,266,38,25,71.59343968,8.477670223,0.073839611,0.003167606,0.416472671,1,0.227921991,908.3522206,53.66728246,6.227125177,0.144659024,0.021584646,0.073144191,1.00821743,0.28738642,1,1.286082013,20,748.5997039,1,1,4096,1,0.18,0.01,0.25,50,0.076055228,1
51,1,111,25,22,70.8366207,13.57776295,0.067899664,0.00655622,0.172253827,1,0.140122286,457.5751295,51.11399199,12.74497643,0.126323342,0.04920579,0.045821867,0.097866449,0.519492726,1,0.723322141,20,429.6959161,1,1,4096,0.2,0.12,0.005,0.5,50,0.049868112,1
52,2,78,22,19,54.53884944,12.33920461,0.081798486,0.011622692,0.127553905,1,0.09639285,350.2300171,50.03933631,10.570022,0.138319697,0.033470362,0.027950581,0.323338923,0.35717126,1,0.411714069,20,326.6189703,1,1,4096,0.4,0.12,0.005,0.5,50,0.041593175,1
53,3,74,19,22,50.3006986,10.34997815,0.073252362,0.006609698,0.160087731,1,0.098852066,320.8022389,47.4225884,10.25347658,0.089286068,0.01509089,0.08665601,0.606353965,0.581741895,1,0.395764744,20,299.5292238,0,1,4096,0.6,0.12,0.005,0.5,50,0.09982119,1
54,4,73,25,22,66.39985184,13.01269361,0.077481166,0.008023841,0.125807913,1,0.100514285,340.4017511,60.91636432,14.27385092,0.118895974,0.031950568,0.037149294,0.6568174,0.374795159,1,0.406364957,20,310.9450799,1,1,4096,0.8,0.12,0.005,0.5,50,0.056293187,1
55,5,100,27,25,47.97348934,8.316006165,0.11694611,0.01200952,0.092076165,1,0.129752636,481.0593584,53.44993251,9.13682092,0.116702595,0.012790021,0.064755516,1.636944696,0.52588153,1,0.544656992,20,458.1124192,0,0,4096,1,0.12,0.005,0.5,50,0.058429088,1
56,6,95,33,24,74.30685614,13.14986057,0.107546114,0.011945976,0.062017315,1,0.102022568,491.7142132,59.33995135,9.772182968,0.298767963,0.102007658,0.008240065,0.257872905,0.324271716,1,0.477470247,20,466.9342118,1,0,4096,0.2,0.18,0.005,0.5,50,0.008915015,1
57,7,102,33,25,50.64068942,7.775647812,0.14909441,0.016652841,0.060243679,1,0.110694432,532.7641225,55.82668373,8.426924701,0.199414089,0.045334215,0.020048057,0.382912756,0.42233135,1,0.499783647,20,494.7843075,0,1,4096,0.4,0.18,0.005,0.5,50,0.020011445,1
58,8,91,33,25,86.65074204,14.9445154,0.088562923,0.008655038,0.079750994,1,0.076258659,456.6373761,72.09926011,22.81724337,0.125267679,0.066450197,0.040521226,0.280046917,0.798927959,1,0.660535451,20,451.5488891,1,1,4096,0.6,0.18,0.005,0.5,50,0.050712156,1
59,9,70,24,21,42.0420141,9.515651087,0.143429586,0.025626668,0.046595379,1,0.077066199,373.2806748,38.73347008,6.914310771,0.202420748,0.048267867,0.021225102,0.687884672,0.473890601,1,0.376382462,20,355.086697,0,1,4096,0.8,0.18,0.005,0.5,50,0.01942138,1
60,10,87,29,24,61.59449369,11.00563495,0.110453258,0.012351507,0.066213671,1,0.101756195,445.770584,44.80243139,7.703757455,0.196238855,0.060176527,0.025430531,0.761765226,0.485870369,1,0.512162737,20,426.4234971,1,1,4096,1,0.18,0.005,0.5,50,0.020664273,1
61,1,332,35,25,69.07964945,8.831587687,0.087644945,0.003844845,0.268851327,1,0.408590833,1156.951087,61.67619339,10.60810406,0.111123039,0.021000595,0.133218736,0.164319563,0.539047746,1,3.471705774,20,941.805796,1,1,4096,0.2,0.12,0.01,0.5,50,0.128887831,1
62,2,280,34,25,58.957296,7.413953388,0.10325438,0.005425695,0.207754435,1,0.388109803,1052.076513,50.02262021,6.712767335,0.144110249,0.020913542,0.08546913,0.590551269,0.408642373,1,2.405697743,20,864.4511854,1,0,4096,0.4,0.12,0.01,0.5,50,0.07663557,1
63,3,184,28,24,59.37166324,9.266908086,0.087725441,0.005899212,0.196171499,1,0.208887064,724.5487018,45.10270204,8.266278232,0.153013587,0.038725493,0.050658578,0.348763339,0.386327781,1,1.388919679,20,632.4454421,1,0,4096,0.6,0.12,0.01,0.5,50,0.067976709,1
64,4,220,29,25,51.33040357,7.266582573,0.102211688,0.006507862,0.200020258,1,0.329010562,846.594574,53.56438385,8.477242973,0.109040603,0.013630161,0.121187134,0.695535303,0.589956491,1,1.79955529,20,773.1452143,0,1,4096,0.8,0.12,0.01,0.5,50,0.133857788,1
65,5,307,37,25,65.64534411,8.04648861,0.102935183,0.005350106,0.1912843,1,0.403752132,1176.314803,64.92683936,8.34163568,0.115499061,0.010150938,0.114481157,0.941780153,0.501283808,1,2.63289537,20,1056.161389,1,1,4096,1,0.12,0.01,0.5,50,0.119306258,1
66,6,276,37,24,60.04266254,7.689361547,0.122886284,0.008778226,0.120148146,1,0.384134746,1177.863301,49.23619568,6.51367819,0.188269464,0.047577217,0.046366293,0.199086992,0.485676644,1,2.100618072,20,1039.728341,1,1,4096,0.2,0.18,0.01,0.5,50,0.044901449,1
67,7,243,39,25,59.93546475,7.761686953,0.132329705,0.01111178,0.107238965,1,0.35611761,1082.971155,46.38660126,3.495092699,0.275544372,0.062089756,0.024222324,0.565563886,0.333245573,1,1.794979648,20,965.370046,1,0,4096,0.4,0.18,0.01,0.5,50,0.020962209,1
68,8,242,36,25,56.59303221,7.650448632,0.127697276,0.010654604,0.114670533,1,0.326318411,1048.753362,47.31466076,5.314068176,0.183387244,0.030011123,0.052813377,0.599999833,0.465070009,1,1.690103678,20,934.2897031,1,1,4096,0.6,0.18,0.01,0.5,50,0.047324048,1
69,9,208,40,25,75.96442135,10.10740794,0.110362311,0.007939846,0.107941716,1,0.293606969,933.7948834,59.67989486,7.544695697,0.156261546,0.020326621,0.060191982,1.037512331,0.515849728,1,1.379981955,20,876.0748952,1,1,4096,0.8,0.18,0.01,0.5,50,0.065180232,1
70,10,170,41,25,56.83459129,7.134534384,0.155942932,0.014428409,0.081263641,1,0.218097452,828.1460884,57.61951283,6.469925354,0.171692722,0.018352303,0.052640114,1.52358214,0.499197898,1,1.219196991,20,762.0652876,0,1,4096,1,0.18,0.01,0.5,50,0.053990377,1
71,1,195,25,24,70.63461904,12.0469743,0.058362358,0.003002413,0.407351398,1,0.24706496,634.7823171,60.88392803,11.67824831,0.102275665,0.018578526,0.067659831,0.214143095,0.286308875,1,1.410440234,20,460.4033127,1,1,4096,0.2,0.12,0.005,0.25,50,0.076075622,1
72,2,129,20,21,97.22712692,20.71744097,0.030975219,0.002343717,0.82858616,1,0.136780866,349.9079968,56.99359374,15.01450377,0.076507747,0.022806352,0.119998366,0.371278234,0.373268942,1,0.917456297,20,312.0799034,1,1,4096,0.4,0.12,0.005,0.25,50,0.135950032,1
73,3,156,24,19,82.5817197,15.03397943,0.047002713,0.002617645,0.492365547,1,0.137759594,494.9088475,65.28950357,12.77660958,0.085030395,0.013340325,0.094648478,0.555979122,0.312530003,1,1.004713531,20,392.9842883,1,1,4096,0.6,0.12,0.005,0.25,50,0.1100631,1
74,4,228,33,24,90.25551989,13.24143325,0.060332457,0.002650974,0.400306626,1,0.239946067,780.8761243,69.3148214,11.11195077,0.116844346,0.015840306,0.063725499,0.910055049,0.239207764,1,1.593161881,20,583.5274163,1,1,4096,0.8,0.12,0.005,0.25,50,0.058287407,1
75,5,135,22,23,50.56138927,8.888403591,0.082262934,0.005335882,0.19177037,1,0.163732564,558.3922621,43.31363625,8.144701838,0.139520121,0.020409396,0.041220925,1.040579002,0.213434269,1,0.853674289,20,439.508241,0,1,4096,1,0.12,0.005,0.25,50,0.040880523,1
76,6,138,27,24,77.37228807,13.24397914,0.065721154,0.004339193,0.219857395,1,0.192301178,544.3977464,47.37241242,8.398022113,0.184327258,0.056163445,0.023697718,0.150457747,0.2530329,1,0.963429964,20,466.0663345,1,1,4096,0.2,0.18,0.005,0.25,50,0.023421301,1
77,7,101,27,24,83.57329741,14.92249379,0.068912004,0.005246709,0.14037608,1,0.145461301,456.6652746,54.70575608,10.28800028,0.196335963,0.060435079,0.0151929,0.337903501,0.210228926,1,0.725669531,20,395.4089789,1,1,4096,0.4,0.18,0.005,0.25,50,0.020643837,1
78,8,101,26,23,54.13464911,10.29059765,0.115944915,0.013177226,0.068437199,1,0.120636038,503.2882573,45.88750931,8.288258149,0.181526965,0.035274637,0.024367206,0.724026614,0.269907182,1,0.681741579,20,449.7407496,1,1,4096,0.6,0.18,0.005,0.25,50,0.024149483,1
79,9,54,19,23,43.2075041,10.65260316,0.113986399,0.017439854,0.057312552,1,0.056820349,286.9062163,35.80212791,8.589314018,0.38812748,0.122489819,0.005379714,1.055122921,0.101671598,1,0.368625041,20,230.3284473,0,0,4096,0.8,0.18,0.005,0.25,50,0.005282522,1
80,10,108,26,25,57.42522121,10.56790421,0.100436468,0.010320155,0.097426565,1,0.140627786,510.4971891,39.89298426,6.515009643,0.192531151,0.038912361,0.028778054,1.28081017,0.231375126,1,0.829314605,20,431.6454546,0,1,4096,1,0.18,0.005,0.25,50,0.021467829,1
81,1,565,30,23,97.986729,15.23213369,0.04009122,0.001193157,1.397854464,1,0.355829255,964.2504185,50.30313432,12.653417,0.119763376,0.039621745,0.112546766,0.199858915,0.252821106,1,4.767733916,20,627.875443,1,1,4096,0.2,0.12,0.01,0.25,50,0.110961438,1
82,2,560,32,24,74.84052602,10.30138541,0.061715997,0.001712316,0.928092428,1,0.444506224,1222.552612,51.98954043,8.477501251,0.125820084,0.022626254,0.102208583,0.44667457,0.239628869,1,5.272915427,20,703.8267092,1,1,4096,0.4,0.12,0.01,0.25,50,0.100535672,1
83,3,655,36,25,98.7377182,13.41383489,0.05123227,0.00132899,1.048391527,1,0.472165382,1296.394803,49.81641202,6.611885995,0.163036191,0.031018806,0.064967113,0.580259836,0.191305087,1,5.386521423,20,865.2622415,1,1,4096,0.6,0.12,0.01,0.25,50,0.059875905,1
84,4,418,27,23,59.26767421,8.729712178,0.069364488,0.002234557,0.638541879,1,0.345461726,1092.255729,42.87325261,6.602337955,0.132197604,0.018698235,0.089446293,0.795649155,0.227978479,1,2.954112617,20,660.6848006,1,1,4096,0.8,0.12,0.01,0.25,50,0.091069503,1
85,5,352,27,24,60.74602339,9.089817642,0.067482036,0.002442079,0.653795736,1,0.356546541,912.1666563,45.08168449,7.049528044,0.119448479,0.015434541,0.115248184,0.969608229,0.253413448,1,2.60079023,20,574.9369178,1,1,4096,1,0.12,0.01,0.25,50,0.111547254,1
86,6,384,34,24,98.95108361,14.2454656,0.053307382,0.002126887,0.533966492,1,0.371001422,1038.512831,44.74274752,7.386273345,0.383630131,0.159054543,0.010573169,0.079919988,0.118536488,1,3.069664061,20,807.3090573,1,0,4096,0.2,0.18,0.01,0.25,50,0.010814208,1
87,7,327,34,25,78.77081326,10.68298122,0.072773734,0.002881197,0.345189117,1,0.453150694,1068.41703,47.09725871,6.12478385,0.178758266,0.035212367,0.046802482,0.494078501,0.246486591,1,2.20929906,20,825.2231239,1,1,4096,0.4,0.18,0.01,0.25,50,0.049806711,1
88,8,415,41,24,90.24161737,10.96489208,0.074469029,0.002710478,0.400956423,1,0.45348142,1302.584,57.49380947,6.786542793,0.165233452,0.025742989,0.059246204,0.644132686,0.259237421,1,2.899994377,20,1008.695951,1,1,4096,0.6,0.18,0.01,0.25,50,0.058294044,1
89,9,355,41,24,85.29272838,10.4077989,0.081555212,0.003628497,0.319891517,1,0.464704136,1207.152078,63.65736496,7.865384192,0.13611799,0.015821721,0.087222394,0.885196025,0.306778963,1,2.343727219,20,938.840772,1,1,4096,0.8,0.18,0.01,0.25,50,0.085899192,1
90,10,241,38,25,57.98214362,7.003798025,0.12258444,0.008560924,0.155349797,1,0.297852015,1001.053385,55.24148536,6.541214017,0.175353396,0.022625601,0.042921935,1.040593547,0.251566589,1,1.525096071,20,797.2334748,1,1,4096,1,0.18,0.01,0.25,50,0.051759702,1
91,1,72,19,21,47.19515588,9.168721847,0.067702895,0.00564785,0.207089289,1,0.085866765,308.456859,39.27686812,9.910319007,0.111514916,0.036705247,0.060244464,0.267564446,0.46094606,1,0.508753888,20,283.1876122,0,1,4096,0.2,0.12,0.005,0.5,50,0.063991783,1
92,2,119,32,25,71.75850518,10.70126483,0.08237155,0.005877175,0.13986732,1,0.178975467,533.2833579,65.28322389,11.08701752,0.115155428,0.022641207,0.057097989,0.290078861,0.549976261,1,0.913038266,20,500.4006553,1,1,4096,0.4,0.12,0.005,0.5,50,0.060009679,1
93,3,92,24,23,50.69509469,8.545514161,0.088402902,0.007348095,0.131296584,1,0.140350211,413.9758398,46.50710264,8.482908454,0.111016685,0.01656983,0.073196634,1.128790025,0.44868488,1,0.650974989,20,381.2895296,0,1,4096,0.6,0.12,0.005,0.5,50,0.064567449,1
94,4,87,22,23,40.18721834,7.437485699,0.115390364,0.013574142,0.078770929,1,0.076797402,422.7129717,37.76582949,7.528379995,0.14973778,0.030796649,0.039488856,1.180272288,0.353147981,1,0.543315101,20,380.9411663,0,0,4096,0.8,0.12,0.005,0.5,50,0.035491745,1
95,5,98,27,21,47.62719936,8.364044608,0.115285955,0.01328079,0.088210476,1,0.148424625,465.190487,40.56252499,6.309210657,0.213945733,0.080733301,0.021672891,0.599688678,0.351396163,1,0.74106377,20,436.6705262,0,0,4096,1,0.12,0.005,0.5,50,0.017385328,1
